State,District,Year,Month,rainfall,deviation,groundwater,reservoir
Gujarat,Junagadh,2017,3,0.0,100.0,11.33,0.01
Gujarat,Junagadh,2017,3,0.0,100.0,11.33,0.0
Gujarat,Junagadh,2017,3,0.0,100.0,11.33,0.01
Gujarat,Junagadh,2017,3,0.0,100.0,11.33,0.02
Gujarat,Junagadh,2017,3,0.0,100.0,11.33,0.0
Gujarat,Junagadh,2017,3,0.0,100.0,11.33,0.0
Gujarat,Junagadh,2017,3,0.0,100.0,11.33,0.02
Gujarat,Junagadh,2017,3,0.0,100.0,11.33,0.0
Gujarat,Junagadh,2017,3,0.0,100.0,11.33,0.0
Gujarat,Junagadh,2017,3,0.0,100.0,11.33,0.0
Gujarat,Junagadh,2017,3,0.0,100.0,11.33,0.0
Gujarat,Junagadh,2017,3,0.0,100.0,11.33,0.03
Gujarat,Junagadh,2017,3,0.0,100.0,11.33,0.0
Gujarat,Junagadh,2017,3,0.0,100.0,11.33,0.0
Gujarat,Junagadh,2017,4,0.0,100.0,11.33,0.0
Gujarat,Junagadh,2017,4,0.0,100.0,11.33,0.0
Gujarat,Junagadh,2017,4,0.0,100.0,11.33,0.0
Gujarat,Junagadh,2017,4,0.0,100.0,11.33,0.0
Gujarat,Junagadh,2017,4,0.0,100.0,11.33,0.0
Gujarat,Junagadh,2017,4,0.0,100.0,11.33,0.0
Gujarat,Junagadh,2017,4,0.0,100.0,11.33,0.01
Gujarat,Junagadh,2017,4,0.0,100.0,11.33,0.0
Gujarat,Junagadh,2017,4,0.0,100.0,11.33,0.0
Gujarat,Junagadh,2017,4,0.0,100.0,11.33,0.01
Gujarat,Junagadh,2017,4,0.0,100.0,11.33,0.0
Gujarat,Junagadh,2017,4,0.0,100.0,11.33,0.0
Gujarat,Junagadh,2017,4,0.0,100.0,11.33,0.02
Gujarat,Junagadh,2017,4,0.0,100.0,11.33,0.0
Gujarat,Junagadh,2017,4,0.0,100.0,11.33,0.0
Gujarat,Junagadh,2017,4,0.0,100.0,11.33,0.0
Gujarat,Junagadh,2017,4,0.0,100.0,11.33,0.0
Gujarat,Junagadh,2017,4,0.0,100.0,11.33,0.02
Gujarat,Junagadh,2017,4,0.0,100.0,11.33,0.0
Gujarat,Junagadh,2017,4,0.0,100.0,11.33,0.0
Gujarat,Junagadh,2017,5,0.06,96.67,14.58,0.0
Gujarat,Junagadh,2017,5,0.06,96.67,14.58,0.0
Gujarat,Junagadh,2017,5,0.06,96.67,14.58,0.0
Gujarat,Junagadh,2017,5,0.06,96.67,14.58,0.0
Gujarat,Junagadh,2017,5,0.06,96.67,14.58,0.0
Gujarat,Junagadh,2017,5,0.06,96.67,14.58,0.0
Gujarat,Junagadh,2017,5,0.06,96.67,14.58,0.01
Gujarat,Junagadh,2017,5,0.06,96.67,14.58,0.0
Gujarat,Junagadh,2017,5,0.06,96.67,14.58,0.0
Gujarat,Junagadh,2017,5,0.06,96.67,14.58,0.01
Gujarat,Junagadh,2017,5,0.06,96.67,14.58,0.0
Gujarat,Junagadh,2017,5,0.06,96.67,14.58,0.0
Gujarat,Junagadh,2017,5,0.06,96.67,14.58,0.01
Gujarat,Junagadh,2017,5,0.06,96.67,14.58,0.0
Gujarat,Junagadh,2017,5,0.06,96.67,14.58,0.0
Gujarat,Junagadh,2017,5,0.06,96.67,14.58,0.0
Gujarat,Junagadh,2017,5,0.06,96.67,14.58,0.0
Gujarat,Junagadh,2017,5,0.06,96.67,14.58,0.0
Gujarat,Junagadh,2017,5,0.06,96.67,14.58,0.0
Gujarat,Junagadh,2017,5,0.06,96.67,14.58,0.0
Gujarat,Junagadh,2017,6,117.64,38.31,14.58,0.0
Gujarat,Junagadh,2017,6,117.64,38.31,14.58,0.0
Gujarat,Junagadh,2017,6,117.64,38.31,14.58,0.0
Gujarat,Junagadh,2017,6,117.64,38.31,14.58,0.0
Gujarat,Junagadh,2017,6,117.64,38.31,14.58,0.0
Gujarat,Junagadh,2017,6,117.64,38.31,14.58,0.0
Gujarat,Junagadh,2017,6,117.64,38.31,14.58,0.01
Gujarat,Junagadh,2017,6,117.64,38.31,14.58,0.0
Gujarat,Junagadh,2017,6,117.64,38.31,14.58,0.0
Gujarat,Junagadh,2017,6,117.64,38.31,14.58,0.01
Gujarat,Junagadh,2017,6,117.64,38.31,14.58,0.0
Gujarat,Junagadh,2017,6,117.64,38.31,14.58,0.0
Gujarat,Junagadh,2017,6,117.64,38.31,14.58,0.01
Gujarat,Junagadh,2017,6,117.64,38.31,14.58,0.0
Gujarat,Junagadh,2017,6,117.64,38.31,14.58,0.0
Gujarat,Junagadh,2017,6,117.64,38.31,14.58,0.0
Gujarat,Junagadh,2017,6,117.64,38.31,14.58,0.0
Gujarat,Junagadh,2017,6,117.64,38.31,14.58,0.0
Gujarat,Junagadh,2017,6,117.64,38.31,14.58,0.0
Gujarat,Junagadh,2017,6,117.64,38.31,14.58,0.0
Gujarat,Junagadh,2017,7,359.32,12.85,14.58,0.0
Gujarat,Junagadh,2017,7,359.32,12.85,14.58,0.01
Gujarat,Junagadh,2017,7,359.32,12.85,14.58,0.0
Gujarat,Junagadh,2017,7,359.32,12.85,14.58,0.0
Gujarat,Junagadh,2017,7,359.32,12.85,14.58,0.0
Gujarat,Junagadh,2017,7,359.32,12.85,14.58,0.0
Gujarat,Junagadh,2017,7,359.32,12.85,14.58,0.01
Gujarat,Junagadh,2017,7,359.32,12.85,14.58,0.0
Gujarat,Junagadh,2017,7,359.32,12.85,14.58,0.01
Gujarat,Junagadh,2017,7,359.32,12.85,14.58,0.01
Gujarat,Junagadh,2017,7,359.32,12.85,14.58,0.0
Gujarat,Junagadh,2017,7,359.32,12.85,14.58,0.01
Gujarat,Junagadh,2017,7,359.32,12.85,14.58,0.03
Gujarat,Junagadh,2017,7,359.32,12.85,14.58,0.0
Gujarat,Junagadh,2017,7,359.32,12.85,14.58,0.0
Gujarat,Junagadh,2017,7,359.32,12.85,14.58,0.0
Gujarat,Junagadh,2017,7,359.32,12.85,14.58,0.0
Gujarat,Junagadh,2017,7,359.32,12.85,14.58,0.01
Gujarat,Junagadh,2017,7,359.32,12.85,14.58,0.01
Gujarat,Junagadh,2017,7,359.32,12.85,14.58,0.0
Gujarat,Junagadh,2017,8,248.21,36.08,6.32,0.0
Gujarat,Junagadh,2017,8,248.21,36.08,6.32,0.01
Gujarat,Junagadh,2017,8,248.21,36.08,6.32,0.01
Gujarat,Junagadh,2017,8,248.21,36.08,6.32,0.0
Gujarat,Junagadh,2017,8,248.21,36.08,6.32,0.0
Gujarat,Junagadh,2017,8,248.21,36.08,6.32,0.01
Gujarat,Junagadh,2017,8,248.21,36.08,6.32,0.03
Gujarat,Junagadh,2017,8,248.21,36.08,6.32,0.0
Gujarat,Junagadh,2017,8,248.21,36.08,6.32,0.01
Gujarat,Junagadh,2017,8,248.21,36.08,6.32,0.02
Gujarat,Junagadh,2017,8,248.21,36.08,6.32,0.01
Gujarat,Junagadh,2017,8,248.21,36.08,6.32,0.01
Gujarat,Junagadh,2017,8,248.21,36.08,6.32,0.03
Gujarat,Junagadh,2017,8,248.21,36.08,6.32,0.0
Gujarat,Junagadh,2017,8,248.21,36.08,6.32,0.0
Gujarat,Junagadh,2017,8,248.21,36.08,6.32,0.0
Gujarat,Junagadh,2017,8,248.21,36.08,6.32,0.0
Gujarat,Junagadh,2017,8,248.21,36.08,6.32,0.01
Gujarat,Junagadh,2017,8,248.21,36.08,6.32,0.01
Gujarat,Junagadh,2017,8,248.21,36.08,6.32,0.0
Gujarat,Junagadh,2017,9,80.8,15.83,6.32,0.01
Gujarat,Junagadh,2017,9,80.8,15.83,6.32,0.02
Gujarat,Junagadh,2017,9,80.8,15.83,6.32,0.01
Gujarat,Junagadh,2017,9,80.8,15.83,6.32,0.0
Gujarat,Junagadh,2017,9,80.8,15.83,6.32,0.01
Gujarat,Junagadh,2017,9,80.8,15.83,6.32,0.01
Gujarat,Junagadh,2017,9,80.8,15.83,6.32,0.04
Gujarat,Junagadh,2017,9,80.8,15.83,6.32,0.0
Gujarat,Junagadh,2017,9,80.8,15.83,6.32,0.01
Gujarat,Junagadh,2017,9,80.8,15.83,6.32,0.03
Gujarat,Junagadh,2017,9,80.8,15.83,6.32,0.01
Gujarat,Junagadh,2017,9,80.8,15.83,6.32,0.01
Gujarat,Junagadh,2017,9,80.8,15.83,6.32,0.03
Gujarat,Junagadh,2017,9,80.8,15.83,6.32,0.0
Gujarat,Junagadh,2017,9,80.8,15.83,6.32,0.0
Gujarat,Junagadh,2017,9,80.8,15.83,6.32,0.0
Gujarat,Junagadh,2017,9,80.8,15.83,6.32,0.01
Gujarat,Junagadh,2017,9,80.8,15.83,6.32,0.03
Gujarat,Junagadh,2017,9,80.8,15.83,6.32,0.01
Gujarat,Junagadh,2017,9,80.8,15.83,6.32,0.0
Gujarat,Junagadh,2017,10,13.46,46.59,6.32,0.01
Gujarat,Junagadh,2017,10,13.46,46.59,6.32,0.01
Gujarat,Junagadh,2017,10,13.46,46.59,6.32,0.01
Gujarat,Junagadh,2017,10,13.46,46.59,6.32,0.0
Gujarat,Junagadh,2017,10,13.46,46.59,6.32,0.01
Gujarat,Junagadh,2017,10,13.46,46.59,6.32,0.01
Gujarat,Junagadh,2017,10,13.46,46.59,6.32,0.04
Gujarat,Junagadh,2017,10,13.46,46.59,6.32,0.0
Gujarat,Junagadh,2017,10,13.46,46.59,6.32,0.01
Gujarat,Junagadh,2017,10,13.46,46.59,6.32,0.03
Gujarat,Junagadh,2017,10,13.46,46.59,6.32,0.01
Gujarat,Junagadh,2017,10,13.46,46.59,6.32,0.0
Gujarat,Junagadh,2017,10,13.46,46.59,6.32,0.03
Gujarat,Junagadh,2017,10,13.46,46.59,6.32,0.0
Gujarat,Junagadh,2017,10,13.46,46.59,6.32,0.0
Gujarat,Junagadh,2017,10,13.46,46.59,6.32,0.0
Gujarat,Junagadh,2017,10,13.46,46.59,6.32,0.0
Gujarat,Junagadh,2017,10,13.46,46.59,6.32,0.03
Gujarat,Junagadh,2017,10,13.46,46.59,6.32,0.01
Gujarat,Junagadh,2017,10,13.46,46.59,6.32,0.0
Gujarat,Junagadh,2017,11,0.0,100.0,8.12,0.01
Gujarat,Junagadh,2017,11,0.0,100.0,8.12,0.0
Gujarat,Junagadh,2017,11,0.0,100.0,8.12,0.0
Gujarat,Junagadh,2017,11,0.0,100.0,8.12,0.0
Gujarat,Junagadh,2017,11,0.0,100.0,8.12,0.01
Gujarat,Junagadh,2017,11,0.0,100.0,8.12,0.01
Gujarat,Junagadh,2017,11,0.0,100.0,8.12,0.04
Gujarat,Junagadh,2017,11,0.0,100.0,8.12,0.0
Gujarat,Junagadh,2017,11,0.0,100.0,8.12,0.01
Gujarat,Junagadh,2017,11,0.0,100.0,8.12,0.03
Gujarat,Junagadh,2017,11,0.0,100.0,8.12,0.01
Gujarat,Junagadh,2017,11,0.0,100.0,8.12,0.0
Gujarat,Junagadh,2017,11,0.0,100.0,8.12,0.03
Gujarat,Junagadh,2017,11,0.0,100.0,8.12,0.0
Gujarat,Junagadh,2017,11,0.0,100.0,8.12,0.0
Gujarat,Junagadh,2017,11,0.0,100.0,8.12,0.0
Gujarat,Junagadh,2017,11,0.0,100.0,8.12,0.01
Gujarat,Junagadh,2017,11,0.0,100.0,8.12,0.03
Gujarat,Junagadh,2017,11,0.0,100.0,8.12,0.0
Gujarat,Junagadh,2017,11,0.0,100.0,8.12,0.0
Gujarat,Junagadh,2017,12,3.39,182.5,8.12,0.01
Gujarat,Junagadh,2017,12,3.39,182.5,8.12,0.0
Gujarat,Junagadh,2017,12,3.39,182.5,8.12,0.0
Gujarat,Junagadh,2017,12,3.39,182.5,8.12,0.0
Gujarat,Junagadh,2017,12,3.39,182.5,8.12,0.01
Gujarat,Junagadh,2017,12,3.39,182.5,8.12,0.01
Gujarat,Junagadh,2017,12,3.39,182.5,8.12,0.03
Gujarat,Junagadh,2017,12,3.39,182.5,8.12,0.0
Gujarat,Junagadh,2017,12,3.39,182.5,8.12,0.01
Gujarat,Junagadh,2017,12,3.39,182.5,8.12,0.03
Gujarat,Junagadh,2017,12,3.39,182.5,8.12,0.01
Gujarat,Junagadh,2017,12,3.39,182.5,8.12,0.0
Gujarat,Junagadh,2017,12,3.39,182.5,8.12,0.02
Gujarat,Junagadh,2017,12,3.39,182.5,8.12,0.0
Gujarat,Junagadh,2017,12,3.39,182.5,8.12,0.0
Gujarat,Junagadh,2017,12,3.39,182.5,8.12,0.0
Gujarat,Junagadh,2017,12,3.39,182.5,8.12,0.0
Gujarat,Junagadh,2017,12,3.39,182.5,8.12,0.02
Gujarat,Junagadh,2017,12,3.39,182.5,8.12,0.0
Gujarat,Junagadh,2017,12,3.39,182.5,8.12,0.0
Gujarat,Junagadh,2018,1,0.0,100.0,10.74,0.0
Gujarat,Junagadh,2018,1,0.0,100.0,10.74,0.0
Gujarat,Junagadh,2018,1,0.0,100.0,10.74,0.0
Gujarat,Junagadh,2018,1,0.0,100.0,10.74,0.0
Gujarat,Junagadh,2018,1,0.0,100.0,10.74,0.0
Gujarat,Junagadh,2018,1,0.0,100.0,10.74,0.01
Gujarat,Junagadh,2018,1,0.0,100.0,10.74,0.03
Gujarat,Junagadh,2018,1,0.0,100.0,10.74,0.0
Gujarat,Junagadh,2018,1,0.0,100.0,10.74,0.01
Gujarat,Junagadh,2018,1,0.0,100.0,10.74,0.03
Gujarat,Junagadh,2018,1,0.0,100.0,10.74,0.0
Gujarat,Junagadh,2018,1,0.0,100.0,10.74,0.0
Gujarat,Junagadh,2018,1,0.0,100.0,10.74,0.02
Gujarat,Junagadh,2018,1,0.0,100.0,10.74,0.0
Gujarat,Junagadh,2018,1,0.0,100.0,10.74,0.0
Gujarat,Junagadh,2018,1,0.0,100.0,10.74,0.0
Gujarat,Junagadh,2018,1,0.0,100.0,10.74,0.0
Gujarat,Junagadh,2018,1,0.0,100.0,10.74,0.02
Gujarat,Junagadh,2018,1,0.0,100.0,10.74,0.0
Gujarat,Junagadh,2018,1,0.0,100.0,10.74,0.0
Gujarat,Junagadh,2018,2,0.0,100.0,10.74,0.0
Gujarat,Junagadh,2018,2,0.0,100.0,10.74,0.0
Gujarat,Junagadh,2018,2,0.0,100.0,10.74,0.0
Gujarat,Junagadh,2018,2,0.0,100.0,10.74,0.0
Gujarat,Junagadh,2018,2,0.0,100.0,10.74,0.0
Gujarat,Junagadh,2018,2,0.0,100.0,10.74,0.01
Gujarat,Junagadh,2018,2,0.0,100.0,10.74,0.03
Gujarat,Junagadh,2018,2,0.0,100.0,10.74,0.0
Gujarat,Junagadh,2018,2,0.0,100.0,10.74,0.01
Gujarat,Junagadh,2018,2,0.0,100.0,10.74,0.02
Gujarat,Junagadh,2018,2,0.0,100.0,10.74,0.0
Gujarat,Junagadh,2018,2,0.0,100.0,10.74,0.0
Gujarat,Junagadh,2018,2,0.0,100.0,10.74,0.01
Gujarat,Junagadh,2018,2,0.0,100.0,10.74,0.0
Gujarat,Junagadh,2018,2,0.0,100.0,10.74,0.0
Gujarat,Junagadh,2018,2,0.0,100.0,10.74,0.0
Gujarat,Junagadh,2018,2,0.0,100.0,10.74,0.0
Gujarat,Junagadh,2018,2,0.0,100.0,10.74,0.01
Gujarat,Junagadh,2018,2,0.0,100.0,10.74,0.0
Gujarat,Junagadh,2018,2,0.0,100.0,10.74,0.0
Gujarat,Junagadh,2018,3,0.0,100.0,10.74,0.0
Gujarat,Junagadh,2018,3,0.0,100.0,10.74,0.0
Gujarat,Junagadh,2018,3,0.0,100.0,10.74,0.0
Gujarat,Junagadh,2018,3,0.0,100.0,10.74,0.0
Gujarat,Junagadh,2018,3,0.0,100.0,10.74,0.0
Gujarat,Junagadh,2018,3,0.0,100.0,10.74,0.01
Gujarat,Junagadh,2018,3,0.0,100.0,10.74,0.02
Gujarat,Junagadh,2018,3,0.0,100.0,10.74,0.0
Gujarat,Junagadh,2018,3,0.0,100.0,10.74,0.01
Gujarat,Junagadh,2018,3,0.0,100.0,10.74,0.02
Gujarat,Junagadh,2018,3,0.0,100.0,10.74,0.0
Gujarat,Junagadh,2018,3,0.0,100.0,10.74,0.0
Gujarat,Junagadh,2018,3,0.0,100.0,10.74,0.01
Gujarat,Junagadh,2018,3,0.0,100.0,10.74,0.0
Gujarat,Junagadh,2018,3,0.0,100.0,10.74,0.0
Gujarat,Junagadh,2018,3,0.0,100.0,10.74,0.0
Gujarat,Junagadh,2018,3,0.0,100.0,10.74,0.0
Gujarat,Junagadh,2018,3,0.0,100.0,10.74,0.01
Gujarat,Junagadh,2018,3,0.0,100.0,10.74,0.0
Gujarat,Junagadh,2018,3,0.0,100.0,10.74,0.0
Gujarat,Junagadh,2018,4,0.0,100.0,10.74,0.0
Gujarat,Junagadh,2018,4,0.0,100.0,10.74,0.0
Gujarat,Junagadh,2018,4,0.0,100.0,10.74,0.0
Gujarat,Junagadh,2018,4,0.0,100.0,10.74,0.0
Gujarat,Junagadh,2018,4,0.0,100.0,10.74,0.0
Gujarat,Junagadh,2018,4,0.0,100.0,10.74,0.0
Gujarat,Junagadh,2018,4,0.0,100.0,10.74,0.01
Gujarat,Junagadh,2018,4,0.0,100.0,10.74,0.0
Gujarat,Junagadh,2018,4,0.0,100.0,10.74,0.01
Gujarat,Junagadh,2018,4,0.0,100.0,10.74,0.01
Gujarat,Junagadh,2018,4,0.0,100.0,10.74,0.0
Gujarat,Junagadh,2018,4,0.0,100.0,10.74,0.0
Gujarat,Junagadh,2018,4,0.0,100.0,10.74,0.01
Gujarat,Junagadh,2018,4,0.0,100.0,10.74,0.0
Gujarat,Junagadh,2018,4,0.0,100.0,10.74,0.0
Gujarat,Junagadh,2018,4,0.0,100.0,10.74,0.0
Gujarat,Junagadh,2018,4,0.0,100.0,10.74,0.0
Gujarat,Junagadh,2018,4,0.0,100.0,10.74,0.01
Gujarat,Junagadh,2018,4,0.0,100.0,10.74,0.0
Gujarat,Junagadh,2018,4,0.0,100.0,10.74,0.0
Gujarat,Junagadh,2018,5,0.0,100.0,15.24,0.0
Gujarat,Junagadh,2018,5,0.0,100.0,15.24,0.0
Gujarat,Junagadh,2018,5,0.0,100.0,15.24,0.0
Gujarat,Junagadh,2018,5,0.0,100.0,15.24,0.0
Gujarat,Junagadh,2018,5,0.0,100.0,15.24,0.0
Gujarat,Junagadh,2018,5,0.0,100.0,15.24,0.0
Gujarat,Junagadh,2018,5,0.0,100.0,15.24,0.01
Gujarat,Junagadh,2018,5,0.0,100.0,15.24,0.0
Gujarat,Junagadh,2018,5,0.0,100.0,15.24,0.0
Gujarat,Junagadh,2018,5,0.0,100.0,15.24,0.01
Gujarat,Junagadh,2018,5,0.0,100.0,15.24,0.0
Gujarat,Junagadh,2018,5,0.0,100.0,15.24,0.0
Gujarat,Junagadh,2018,5,0.0,100.0,15.24,0.01
Gujarat,Junagadh,2018,5,0.0,100.0,15.24,0.0
Gujarat,Junagadh,2018,5,0.0,100.0,15.24,0.0
Gujarat,Junagadh,2018,5,0.0,100.0,15.24,0.0
Gujarat,Junagadh,2018,5,0.0,100.0,15.24,0.0
Gujarat,Junagadh,2018,5,0.0,100.0,15.24,0.01
Gujarat,Junagadh,2018,5,0.0,100.0,15.24,0.0
Gujarat,Junagadh,2018,5,0.0,100.0,15.24,0.0
Gujarat,Junagadh,2018,6,7.26,96.19,15.24,0.0
Gujarat,Junagadh,2018,6,7.26,96.19,15.24,0.0
Gujarat,Junagadh,2018,6,7.26,96.19,15.24,0.0
Gujarat,Junagadh,2018,6,7.26,96.19,15.24,0.0
Gujarat,Junagadh,2018,6,7.26,96.19,15.24,0.0
Gujarat,Junagadh,2018,6,7.26,96.19,15.24,0.0
Gujarat,Junagadh,2018,6,7.26,96.19,15.24,0.01
Gujarat,Junagadh,2018,6,7.26,96.19,15.24,0.0
Gujarat,Junagadh,2018,6,7.26,96.19,15.24,0.0
Gujarat,Junagadh,2018,6,7.26,96.19,15.24,0.01
Gujarat,Junagadh,2018,6,7.26,96.19,15.24,0.0
Gujarat,Junagadh,2018,6,7.26,96.19,15.24,0.0
Gujarat,Junagadh,2018,6,7.26,96.19,15.24,0.0
Gujarat,Junagadh,2018,6,7.26,96.19,15.24,0.0
Gujarat,Junagadh,2018,6,7.26,96.19,15.24,0.0
Gujarat,Junagadh,2018,6,7.26,96.19,15.24,0.0
Gujarat,Junagadh,2018,6,7.26,96.19,15.24,0.0
Gujarat,Junagadh,2018,6,7.26,96.19,15.24,0.0
Gujarat,Junagadh,2018,6,7.26,96.19,15.24,0.0
Gujarat,Junagadh,2018,6,7.26,96.19,15.24,0.0
Gujarat,Junagadh,2018,7,427.59,34.29,15.24,0.01
Gujarat,Junagadh,2018,7,427.59,34.29,15.24,0.03
Gujarat,Junagadh,2018,7,427.59,34.29,15.24,0.01
Gujarat,Junagadh,2018,7,427.59,34.29,15.24,0.01
Gujarat,Junagadh,2018,7,427.59,34.29,15.24,0.01
Gujarat,Junagadh,2018,7,427.59,34.29,15.24,0.02
Gujarat,Junagadh,2018,7,427.59,34.29,15.24,0.04
Gujarat,Junagadh,2018,7,427.59,34.29,15.24,0.01
Gujarat,Junagadh,2018,7,427.59,34.29,15.24,0.01
Gujarat,Junagadh,2018,7,427.59,34.29,15.24,0.03
Gujarat,Junagadh,2018,7,427.59,34.29,15.24,0.01
Gujarat,Junagadh,2018,7,427.59,34.29,15.24,0.01
Gujarat,Junagadh,2018,7,427.59,34.29,15.24,0.03
Gujarat,Junagadh,2018,7,427.59,34.29,15.24,0.0
Gujarat,Junagadh,2018,7,427.59,34.29,15.24,0.0
Gujarat,Junagadh,2018,7,427.59,34.29,15.24,0.0
Gujarat,Junagadh,2018,7,427.59,34.29,15.24,0.0
Gujarat,Junagadh,2018,7,427.59,34.29,15.24,0.03
Gujarat,Junagadh,2018,7,427.59,34.29,15.24,0.01
Gujarat,Junagadh,2018,7,427.59,34.29,15.24,0.01
Gujarat,Junagadh,2018,8,49.76,72.72,5.15,0.01
Gujarat,Junagadh,2018,8,49.76,72.72,5.15,0.03
Gujarat,Junagadh,2018,8,49.76,72.72,5.15,0.0
Gujarat,Junagadh,2018,8,49.76,72.72,5.15,0.01
Gujarat,Junagadh,2018,8,49.76,72.72,5.15,0.01
Gujarat,Junagadh,2018,8,49.76,72.72,5.15,0.02
Gujarat,Junagadh,2018,8,49.76,72.72,5.15,0.04
Gujarat,Junagadh,2018,8,49.76,72.72,5.15,0.01
Gujarat,Junagadh,2018,8,49.76,72.72,5.15,0.01
Gujarat,Junagadh,2018,8,49.76,72.72,5.15,0.03
Gujarat,Junagadh,2018,8,49.76,72.72,5.15,0.01
Gujarat,Junagadh,2018,8,49.76,72.72,5.15,0.01
Gujarat,Junagadh,2018,8,49.76,72.72,5.15,0.04
Gujarat,Junagadh,2018,8,49.76,72.72,5.15,0.0
Gujarat,Junagadh,2018,8,49.76,72.72,5.15,0.0
Gujarat,Junagadh,2018,8,49.76,72.72,5.15,0.0
Gujarat,Junagadh,2018,8,49.76,72.72,5.15,0.0
Gujarat,Junagadh,2018,8,49.76,72.72,5.15,0.03
Gujarat,Junagadh,2018,8,49.76,72.72,5.15,0.01
Gujarat,Junagadh,2018,8,49.76,72.72,5.15,0.01
Gujarat,Junagadh,2018,9,34.68,63.88,5.15,0.01
Gujarat,Junagadh,2018,9,34.68,63.88,5.15,0.02
Gujarat,Junagadh,2018,9,34.68,63.88,5.15,0.0
Gujarat,Junagadh,2018,9,34.68,63.88,5.15,0.01
Gujarat,Junagadh,2018,9,34.68,63.88,5.15,0.01
Gujarat,Junagadh,2018,9,34.68,63.88,5.15,0.02
Gujarat,Junagadh,2018,9,34.68,63.88,5.15,0.04
Gujarat,Junagadh,2018,9,34.68,63.88,5.15,0.01
Gujarat,Junagadh,2018,9,34.68,63.88,5.15,0.01
Gujarat,Junagadh,2018,9,34.68,63.88,5.15,0.03
Gujarat,Junagadh,2018,9,34.68,63.88,5.15,0.01
Gujarat,Junagadh,2018,9,34.68,63.88,5.15,0.01
Gujarat,Junagadh,2018,9,34.68,63.88,5.15,0.04
Gujarat,Junagadh,2018,9,34.68,63.88,5.15,0.0
Gujarat,Junagadh,2018,9,34.68,63.88,5.15,0.0
Gujarat,Junagadh,2018,9,34.68,63.88,5.15,0.0
Gujarat,Junagadh,2018,9,34.68,63.88,5.15,0.0
Gujarat,Junagadh,2018,9,34.68,63.88,5.15,0.04
Gujarat,Junagadh,2018,9,34.68,63.88,5.15,0.01
Gujarat,Junagadh,2018,9,34.68,63.88,5.15,0.01
Gujarat,Junagadh,2018,10,0.1,99.6,5.15,0.01
Gujarat,Junagadh,2018,10,0.1,99.6,5.15,0.01
Gujarat,Junagadh,2018,10,0.1,99.6,5.15,0.0
Gujarat,Junagadh,2018,10,0.1,99.6,5.15,0.01
Gujarat,Junagadh,2018,10,0.1,99.6,5.15,0.01
Gujarat,Junagadh,2018,10,0.1,99.6,5.15,0.02
Gujarat,Junagadh,2018,10,0.1,99.6,5.15,0.04
Gujarat,Junagadh,2018,10,0.1,99.6,5.15,0.0
Gujarat,Junagadh,2018,10,0.1,99.6,5.15,0.01
Gujarat,Junagadh,2018,10,0.1,99.6,5.15,0.03
Gujarat,Junagadh,2018,10,0.1,99.6,5.15,0.01
Gujarat,Junagadh,2018,10,0.1,99.6,5.15,0.0
Gujarat,Junagadh,2018,10,0.1,99.6,5.15,0.04
Gujarat,Junagadh,2018,10,0.1,99.6,5.15,0.0
Gujarat,Junagadh,2018,10,0.1,99.6,5.15,0.0
Gujarat,Junagadh,2018,10,0.1,99.6,5.15,0.0
Gujarat,Junagadh,2018,10,0.1,99.6,5.15,0.0
Gujarat,Junagadh,2018,10,0.1,99.6,5.15,0.04
Gujarat,Junagadh,2018,10,0.1,99.6,5.15,0.0
Gujarat,Junagadh,2018,10,0.1,99.6,5.15,0.01
Gujarat,Junagadh,2018,11,0.0,100.0,5.15,0.01
Gujarat,Junagadh,2018,11,0.0,100.0,5.15,0.0
Gujarat,Junagadh,2018,11,0.0,100.0,5.15,0.0
Gujarat,Junagadh,2018,11,0.0,100.0,5.15,0.01
Gujarat,Junagadh,2018,11,0.0,100.0,5.15,0.01
Gujarat,Junagadh,2018,11,0.0,100.0,5.15,0.02
Gujarat,Junagadh,2018,11,0.0,100.0,5.15,0.03
Gujarat,Junagadh,2018,11,0.0,100.0,5.15,0.0
Gujarat,Junagadh,2018,11,0.0,100.0,5.15,0.0
Gujarat,Junagadh,2018,11,0.0,100.0,5.15,0.03
Gujarat,Junagadh,2018,11,0.0,100.0,5.15,0.01
Gujarat,Junagadh,2018,11,0.0,100.0,5.15,0.0
Gujarat,Junagadh,2018,11,0.0,100.0,5.15,0.03
Gujarat,Junagadh,2018,11,0.0,100.0,5.15,0.0
Gujarat,Junagadh,2018,11,0.0,100.0,5.15,0.0
Gujarat,Junagadh,2018,11,0.0,100.0,5.15,0.0
Gujarat,Junagadh,2018,11,0.0,100.0,5.15,0.0
Gujarat,Junagadh,2018,11,0.0,100.0,5.15,0.04
Gujarat,Junagadh,2018,11,0.0,100.0,5.15,0.0
Gujarat,Junagadh,2018,11,0.0,100.0,5.15,0.01
Gujarat,Junagadh,2018,12,0.0,100.0,5.15,0.01
Gujarat,Junagadh,2018,12,0.0,100.0,5.15,0.0
Gujarat,Junagadh,2018,12,0.0,100.0,5.15,0.0
Gujarat,Junagadh,2018,12,0.0,100.0,5.15,0.01
Gujarat,Junagadh,2018,12,0.0,100.0,5.15,0.01
Gujarat,Junagadh,2018,12,0.0,100.0,5.15,0.02
Gujarat,Junagadh,2018,12,0.0,100.0,5.15,0.03
Gujarat,Junagadh,2018,12,0.0,100.0,5.15,0.0
Gujarat,Junagadh,2018,12,0.0,100.0,5.15,0.0
