State,District,Year,Month,predicted_risk
Arunachal Pradesh,Papum Pare,2020,6,0.029598743
Arunachal Pradesh,Papum Pare,2020,7,0.0260593
Arunachal Pradesh,Papum Pare,2020,8,0.034392532
Arunachal Pradesh,Papum Pare,2020,9,0.041505646
Arunachal Pradesh,Papum Pare,2020,10,0.039430395
Arunachal Pradesh,Papum Pare,2020,11,0.038561665
Arunachal Pradesh,Papum Pare,2020,12,0.043998085
Arunachal Pradesh,Papum Pare,2021,1,0.042758558
Arunachal Pradesh,Papum Pare,2021,2,0.048528705
Arunachal Pradesh,Papum Pare,2021,3,0.052257977
Arunachal Pradesh,Papum Pare,2021,4,0.07128927
Arunachal Pradesh,Papum Pare,2021,5,0.05477143
Arunachal Pradesh,Tawang,2020,1,0.11978341
Arunachal Pradesh,Tawang,2020,2,0.10925863
Arunachal Pradesh,Tawang,2020,3,0.077311
Arunachal Pradesh,Tawang,2020,4,0.13411734
Arunachal Pradesh,Tawang,2020,5,0.117414236
Arunachal Pradesh,Tawang,2020,6,0.055819597
Arunachal Pradesh,Tawang,2020,7,0.060176846
Arunachal Pradesh,Tawang,2020,8,0.0633959
Arunachal Pradesh,Tawang,2020,9,0.058480687
Arunachal Pradesh,Tawang,2020,10,0.052733943
Arunachal Pradesh,Tawang,2020,11,0.049692407
Arunachal Pradesh,Tawang,2020,12,0.053305767
Arunachal Pradesh,Tawang,2021,1,0.06587037
Arunachal Pradesh,Tawang,2021,2,0.025903199
Arunachal Pradesh,Tawang,2021,3,0.029938318
Arunachal Pradesh,Tawang,2021,4,0.04157153
Arunachal Pradesh,Tawang,2021,5,0.043014895
Arunachal Pradesh,Tirap,2020,1,0.08924292
Arunachal Pradesh,Tirap,2020,2,0.081882015
Arunachal Pradesh,Tirap,2020,3,0.05489219
Arunachal Pradesh,Tirap,2020,4,0.07407602
Arunachal Pradesh,Tirap,2020,5,0.09395755
Arunachal Pradesh,Tirap,2020,6,0.034719333
Arunachal Pradesh,Tirap,2020,7,0.06289424
Arunachal Pradesh,Tirap,2020,8,0.05016098
Arunachal Pradesh,Tirap,2020,9,0.04682388
Arunachal Pradesh,Tirap,2020,10,0.057553627
Arunachal Pradesh,Tirap,2020,11,0.05829962
Arunachal Pradesh,Tirap,2020,12,0.06926016
Arunachal Pradesh,Tirap,2021,1,0.039410748
Arunachal Pradesh,Tirap,2021,2,0.045912176
Arunachal Pradesh,Tirap,2021,3,0.07128795
Arunachal Pradesh,Tirap,2021,4,0.069342375
Arunachal Pradesh,Tirap,2021,5,0.05439479
Arunachal Pradesh,Upper Siang,2020,1,0.25851667
Arunachal Pradesh,Upper Siang,2020,2,0.16708632
Arunachal Pradesh,Upper Siang,2020,3,0.13319483
Arunachal Pradesh,Upper Siang,2020,4,0.13832286
Arunachal Pradesh,Upper Siang,2020,5,0.15656681
Arunachal Pradesh,Upper Siang,2020,6,0.06025377
Arunachal Pradesh,Upper Siang,2020,7,0.1887827
Arunachal Pradesh,Upper Siang,2020,8,0.16080664
Arunachal Pradesh,Upper Siang,2020,9,0.37131768
Arunachal Pradesh,Upper Siang,2020,10,0.21094729
Arunachal Pradesh,Upper Siang,2020,11,0.3168505
Arunachal Pradesh,Upper Siang,2020,12,0.25648722
Arunachal Pradesh,Upper Siang,2021,1,0.14931418
Arunachal Pradesh,Upper Siang,2021,2,0.16152239
Arunachal Pradesh,Upper Siang,2021,3,0.14999172
Arunachal Pradesh,Upper Siang,2021,4,0.11775969
Arunachal Pradesh,Upper Siang,2021,5,0.13613643
Arunachal Pradesh,Upper Subansiri,2020,1,0.16324282
Arunachal Pradesh,Upper Subansiri,2020,2,0.17003872
Arunachal Pradesh,Upper Subansiri,2020,3,0.13727345
Arunachal Pradesh,Upper Subansiri,2020,4,0.13383228
Arunachal Pradesh,Upper Subansiri,2020,5,0.1602813
Arunachal Pradesh,Upper Subansiri,2020,6,0.07496143
Arunachal Pradesh,Upper Subansiri,2020,7,0.10728988
Arunachal Pradesh,Upper Subansiri,2020,8,0.108375505
Arunachal Pradesh,Upper Subansiri,2020,9,0.2714066
Arunachal Pradesh,Upper Subansiri,2020,10,0.19148646
Arunachal Pradesh,Upper Subansiri,2020,11,0.17718002
Arunachal Pradesh,Upper Subansiri,2020,12,0.22849216
Arunachal Pradesh,Upper Subansiri,2021,1,0.14293668
Arunachal Pradesh,Upper Subansiri,2021,2,0.20178792
Arunachal Pradesh,Upper Subansiri,2021,3,0.14357325
Arunachal Pradesh,Upper Subansiri,2021,4,0.110239446
Arunachal Pradesh,Upper Subansiri,2021,5,0.11772063
Arunachal Pradesh,West Kameng,2020,1,0.11357383
Arunachal Pradesh,West Kameng,2020,2,0.094443604
Arunachal Pradesh,West Kameng,2020,3,0.08669175
Arunachal Pradesh,West Kameng,2020,4,0.15465546
Arunachal Pradesh,West Kameng,2020,5,0.11707671
Arunachal Pradesh,West Kameng,2020,6,0.04091054
Arunachal Pradesh,West Kameng,2020,7,0.04293451
Arunachal Pradesh,West Kameng,2020,8,0.043983396
Arunachal Pradesh,West Kameng,2020,9,0.04795715
Arunachal Pradesh,West Kameng,2020,10,0.035115484
Arunachal Pradesh,West Kameng,2020,11,0.042068753
Arunachal Pradesh,West Kameng,2020,12,0.04121302
Arunachal Pradesh,West Kameng,2021,1,0.040821895
Arunachal Pradesh,West Kameng,2021,2,0.029336631
Arunachal Pradesh,West Kameng,2021,3,0.032114256
Arunachal Pradesh,West Kameng,2021,4,0.045346823
Arunachal Pradesh,West Kameng,2021,5,0.034823503
Arunachal Pradesh,West Siang,2020,1,0.28894082
Arunachal Pradesh,West Siang,2020,2,0.17832829
Arunachal Pradesh,West Siang,2020,3,0.12397848
Arunachal Pradesh,West Siang,2020,4,0.13993686
Arunachal Pradesh,West Siang,2020,5,0.15177906
Arunachal Pradesh,West Siang,2020,6,0.09042987
Arunachal Pradesh,West Siang,2020,7,0.19895624
Arunachal Pradesh,West Siang,2020,8,0.22015867
Arunachal Pradesh,West Siang,2020,9,0.37921047
Arunachal Pradesh,West Siang,2020,10,0.20893587
Arunachal Pradesh,West Siang,2020,11,0.25302294
Arunachal Pradesh,West Siang,2020,12,0.20115943
Arunachal Pradesh,West Siang,2021,1,0.15824859
Arunachal Pradesh,West Siang,2021,2,0.17371915
Arunachal Pradesh,West Siang,2021,3,0.1408861
Arunachal Pradesh,West Siang,2021,4,0.09314157
Arunachal Pradesh,West Siang,2021,5,0.12836516
Assam,Barpeta,2020,1,0.034490354
Assam,Barpeta,2020,2,0.043013986
Assam,Barpeta,2020,3,0.03876678
Assam,Barpeta,2020,4,0.030950269
Assam,Barpeta,2020,5,0.06519935
Assam,Barpeta,2020,6,0.03933562
Assam,Barpeta,2020,7,0.04850632
Assam,Barpeta,2020,8,0.040530823
Assam,Barpeta,2020,9,0.05217544
Assam,Barpeta,2020,10,0.041555613
Assam,Barpeta,2020,11,0.03532795
Assam,Barpeta,2020,12,0.08737344
Assam,Barpeta,2021,1,0.03194534
Assam,Barpeta,2021,2,0.035100337
Assam,Barpeta,2021,3,0.036070816
Assam,Barpeta,2021,4,0.037676807
Assam,Barpeta,2021,5,0.029987004
Assam,Bongaigaon,2020,1,0.03749227
Assam,Bongaigaon,2020,2,0.045536578
Assam,Bongaigaon,2020,3,0.039934337
Assam,Bongaigaon,2020,4,0.031302936
Assam,Bongaigaon,2020,5,0.062971376
Assam,Bongaigaon,2020,6,0.047820866
Assam,Bongaigaon,2020,7,0.063358635
Assam,Bongaigaon,2020,8,0.041827142
Assam,Bongaigaon,2020,9,0.05387117
Assam,Bongaigaon,2020,10,0.039152235
Assam,Bongaigaon,2020,11,0.03270577
Assam,Bongaigaon,2020,12,0.036042713
Assam,Bongaigaon,2021,1,0.031969074
Assam,Bongaigaon,2021,2,0.027169662
Assam,Bongaigaon,2021,3,0.043091655
Assam,Bongaigaon,2021,4,0.033607185
Assam,Bongaigaon,2021,5,0.029629134
Assam,Cachar,2020,1,0.057219904
Assam,Cachar,2020,2,0.06801655
Assam,Cachar,2020,3,0.07000923
Assam,Cachar,2020,4,0.080967456
Assam,Cachar,2020,5,0.0672272
Assam,Cachar,2020,6,0.03210677
Assam,Cachar,2020,7,0.027128221
Assam,Cachar,2020,8,0.0370132
Assam,Cachar,2020,9,0.035420492
Assam,Cachar,2020,10,0.039041042
Assam,Cachar,2020,11,0.04205363
Assam,Cachar,2020,12,0.041247033
Assam,Cachar,2021,1,0.03138915
Assam,Cachar,2021,2,0.06556148
Assam,Cachar,2021,3,0.07203931
Assam,Cachar,2021,4,0.050659977
Assam,Cachar,2021,5,0.0629432
Assam,Darrang,2020,1,0.05368622
Assam,Darrang,2020,2,0.053890374
Assam,Darrang,2020,3,0.05504934
Assam,Darrang,2020,4,0.08773907
Assam,Darrang,2020,5,0.07631283
Assam,Darrang,2020,6,0.03380668
Assam,Darrang,2020,7,0.028951664
Assam,Darrang,2020,8,0.03544833
Assam,Darrang,2020,9,0.034495503
Assam,Darrang,2020,10,0.03449517
Assam,Darrang,2020,11,0.02887157
Assam,Darrang,2020,12,0.031515937
Assam,Darrang,2021,1,0.0286289
Assam,Darrang,2021,2,0.027320001
Assam,Darrang,2021,3,0.025072066
Assam,Darrang,2021,4,0.029801095
Assam,Darrang,2021,5,0.033456124
Assam,Dhubri,2020,1,0.037484318
Assam,Dhubri,2020,2,0.05473894
Assam,Dhubri,2020,3,0.050830226
Assam,Dhubri,2020,4,0.03173123
Assam,Dhubri,2020,5,0.06310833
Assam,Dhubri,2020,6,0.050513588
Assam,Dhubri,2020,7,0.061752535
Assam,Dhubri,2020,8,0.056906577
Assam,Dhubri,2020,9,0.07419331
Assam,Dhubri,2020,10,0.060394995
Assam,Dhubri,2020,11,0.05762978
Assam,Dhubri,2020,12,0.06596811
Assam,Dhubri,2021,1,0.083003335
Assam,Dhubri,2021,2,0.041389268
Assam,Dhubri,2021,3,0.057717998
Assam,Dhubri,2021,4,0.07698778
Assam,Dhubri,2021,5,0.033326965
Assam,Dibrugarh,2020,1,0.13962562
Assam,Dibrugarh,2020,2,0.117860995
Assam,Dibrugarh,2020,3,0.09980472
Assam,Dibrugarh,2020,4,0.101511925
Assam,Dibrugarh,2020,5,0.11834409
Assam,Dibrugarh,2020,6,0.04328192
Assam,Dibrugarh,2020,7,0.056272946
Assam,Dibrugarh,2020,8,0.046518907
Assam,Dibrugarh,2020,9,0.05090711
Assam,Dibrugarh,2020,10,0.04652907
Assam,Dibrugarh,2020,11,0.06497028
Assam,Dibrugarh,2020,12,0.059583824
Assam,Dibrugarh,2021,1,0.046776563
Assam,Dibrugarh,2021,2,0.062257364
Assam,Dibrugarh,2021,3,0.10536333
Assam,Dibrugarh,2021,4,0.08885756
Assam,Dibrugarh,2021,5,0.060250577
Assam,Dima Hasao,2020,1,0.057258934
Assam,Dima Hasao,2020,2,0.06821568
Assam,Dima Hasao,2020,3,0.060094886
Assam,Dima Hasao,2020,4,0.061428946
Assam,Dima Hasao,2020,5,0.06350933
Assam,Dima Hasao,2020,6,0.029802414
Assam,Dima Hasao,2020,7,0.027727745
Assam,Dima Hasao,2020,8,0.033758268
Assam,Dima Hasao,2020,9,0.039347973
Assam,Dima Hasao,2020,10,0.04091331
Assam,Dima Hasao,2020,11,0.04059492
Assam,Dima Hasao,2020,12,0.039156977
Assam,Dima Hasao,2021,1,0.029276643
Assam,Dima Hasao,2021,2,0.06232522
Assam,Dima Hasao,2021,3,0.071118735
Assam,Dima Hasao,2021,4,0.04550131
Assam,Dima Hasao,2021,5,0.04415864
Assam,Goalpara,2020,1,0.03713355
Assam,Goalpara,2020,2,0.037726052
Assam,Goalpara,2020,3,0.039853726
Assam,Goalpara,2020,4,0.032919675
Assam,Goalpara,2020,5,0.07859025
Assam,Goalpara,2020,6,0.06273648
Assam,Goalpara,2020,7,0.06483368
Assam,Goalpara,2020,8,0.045541268
Assam,Goalpara,2020,9,0.08956103
Assam,Goalpara,2020,10,0.041082352
Assam,Goalpara,2020,11,0.03622792
Assam,Goalpara,2020,12,0.08426531
Assam,Goalpara,2021,1,0.032607384
Assam,Goalpara,2021,2,0.030716617
Assam,Goalpara,2021,3,0.041293237
Assam,Goalpara,2021,4,0.033616252
Assam,Goalpara,2021,5,0.03037597
Assam,Golaghat,2020,1,0.042773113
Assam,Golaghat,2020,2,0.06312559
Assam,Golaghat,2020,3,0.05546357
Assam,Golaghat,2020,4,0.06980796
Assam,Golaghat,2020,5,0.07487959
Assam,Golaghat,2020,6,0.029979361
Assam,Golaghat,2020,7,0.02976227
Assam,Golaghat,2020,8,0.034108162
Assam,Golaghat,2020,9,0.031888098
Assam,Golaghat,2020,10,0.0312779
Assam,Golaghat,2020,11,0.031502284
Assam,Golaghat,2020,12,0.04068595
Assam,Golaghat,2021,1,0.03205576
Assam,Golaghat,2021,2,0.0429568
Assam,Golaghat,2021,3,0.06989191
Assam,Golaghat,2021,4,0.054494515
Assam,Golaghat,2021,5,0.03313466
Assam,Hailakandi,2020,1,0.053557076
Assam,Hailakandi,2020,2,0.14864641
Assam,Hailakandi,2020,3,0.07550102
Assam,Hailakandi,2020,4,0.08731135
Assam,Hailakandi,2020,5,0.069391154
Assam,Hailakandi,2020,6,0.028623741
Assam,Hailakandi,2020,7,0.02730416
Assam,Hailakandi,2020,8,0.034172148
Assam,Hailakandi,2020,9,0.03834917
Assam,Hailakandi,2020,10,0.04095526
Assam,Hailakandi,2020,11,0.043669082
Assam,Hailakandi,2020,12,0.0497182
Assam,Hailakandi,2021,1,0.033173997
Assam,Hailakandi,2021,2,0.05733405
Assam,Hailakandi,2021,3,0.07656763
Assam,Hailakandi,2021,4,0.06874637
Assam,Hailakandi,2021,5,0.09148179
Assam,Jorhat,2020,1,0.14500439
Assam,Jorhat,2020,2,0.1265194
Assam,Jorhat,2020,3,0.07907055
Assam,Jorhat,2020,4,0.08155705
Assam,Jorhat,2020,5,0.08550912
Assam,Jorhat,2020,6,0.034105886
Assam,Jorhat,2020,7,0.028070334
Assam,Jorhat,2020,8,0.035439853
Assam,Jorhat,2020,9,0.03573157
Assam,Jorhat,2020,10,0.035384845
Assam,Jorhat,2020,11,0.038538117
Assam,Jorhat,2020,12,0.044619404
Assam,Jorhat,2021,1,0.04486547
Assam,Jorhat,2021,2,0.053344566
Assam,Jorhat,2021,3,0.10134006
Assam,Jorhat,2021,4,0.090851195
Assam,Jorhat,2021,5,0.059675567
Assam,Kamrup,2020,1,0.0393969
Assam,Kamrup,2020,2,0.04336762
Assam,Kamrup,2020,3,0.03144489
Assam,Kamrup,2020,4,0.036958054
Assam,Kamrup,2020,5,0.06639518
Assam,Kamrup,2020,6,0.041049298
Assam,Kamrup,2020,7,0.036870763
Assam,Kamrup,2020,8,0.034464348
Assam,Kamrup,2020,9,0.040044274
Assam,Kamrup,2020,10,0.037904162
Assam,Kamrup,2020,11,0.030641362
Assam,Kamrup,2020,12,0.035811383
Assam,Kamrup,2021,1,0.028052706
Assam,Kamrup,2021,2,0.028793145
Assam,Kamrup,2021,3,0.026356056
Assam,Kamrup,2021,4,0.02692314
Assam,Kamrup,2021,5,0.029752703
Assam,Karbi Anglong,2020,1,0.05426509
Assam,Karbi Anglong,2020,2,0.07110924
Assam,Karbi Anglong,2020,3,0.054248996
Assam,Karbi Anglong,2020,4,0.06653756
Assam,Karbi Anglong,2020,5,0.07519086
Assam,Karbi Anglong,2020,6,0.030375054
Assam,Karbi Anglong,2020,7,0.027705405
Assam,Karbi Anglong,2020,8,0.034246657
Assam,Karbi Anglong,2020,9,0.031943113
Assam,Karbi Anglong,2020,10,0.031623017
Assam,Karbi Anglong,2020,11,0.0314771
Assam,Karbi Anglong,2020,12,0.03784919
Assam,Karbi Anglong,2021,1,0.030877957
Assam,Karbi Anglong,2021,2,0.043562714
Assam,Karbi Anglong,2021,3,0.06484938
Assam,Karbi Anglong,2021,4,0.05826698
Assam,Karbi Anglong,2021,5,0.059423752
Assam,Karimganj,2020,1,0.0778467
Assam,Karimganj,2020,2,0.083671734
Assam,Karimganj,2020,3,0.080565296
Assam,Karimganj,2020,4,0.09080731
Assam,Karimganj,2020,5,0.09138876
Assam,Karimganj,2020,6,0.033961378
Assam,Karimganj,2020,7,0.034541715
Assam,Karimganj,2020,8,0.044144318
Assam,Karimganj,2020,9,0.0462282
Assam,Karimganj,2020,10,0.042669624
Assam,Karimganj,2020,11,0.050371565
Assam,Karimganj,2020,12,0.05346057
Assam,Karimganj,2021,1,0.031393897
Assam,Karimganj,2021,2,0.06878305
Assam,Karimganj,2021,3,0.07153736
Assam,Karimganj,2021,4,0.06468296
Assam,Karimganj,2021,5,0.09156622
Assam,Kokrajhar,2020,1,0.03695736
Assam,Kokrajhar,2020,2,0.04127988
Assam,Kokrajhar,2020,3,0.049436465
Assam,Kokrajhar,2020,4,0.031698715
Assam,Kokrajhar,2020,5,0.053014718
Assam,Kokrajhar,2020,6,0.04235332
Assam,Kokrajhar,2020,7,0.051408615
Assam,Kokrajhar,2020,8,0.04438594
Assam,Kokrajhar,2020,9,0.06290193
Assam,Kokrajhar,2020,10,0.0501831
Assam,Kokrajhar,2020,11,0.054743946
Assam,Kokrajhar,2020,12,0.05699226
Assam,Kokrajhar,2021,1,0.067429
Assam,Kokrajhar,2021,2,0.038772225
Assam,Kokrajhar,2021,3,0.038493857
Assam,Kokrajhar,2021,4,0.051427078
Assam,Kokrajhar,2021,5,0.029754972
Assam,Lakhimpur,2020,1,0.15331274
Assam,Lakhimpur,2020,2,0.20710517
Assam,Lakhimpur,2020,3,0.1386191
Assam,Lakhimpur,2020,4,0.121599294
Assam,Lakhimpur,2020,5,0.09941513
Assam,Lakhimpur,2020,6,0.058178697
Assam,Lakhimpur,2020,7,0.032903977
Assam,Lakhimpur,2020,8,0.05826049
Assam,Lakhimpur,2020,9,0.04185038
Assam,Lakhimpur,2020,10,0.048311435
Assam,Lakhimpur,2020,11,0.05677911
Assam,Lakhimpur,2020,12,0.058429882
Assam,Lakhimpur,2021,1,0.073072635
Assam,Lakhimpur,2021,2,0.1195977
Assam,Lakhimpur,2021,3,0.16294722
Assam,Lakhimpur,2021,4,0.1462521
Assam,Lakhimpur,2021,5,0.12595293
Assam,Marigaon,2020,1,0.05418501
Assam,Marigaon,2020,2,0.05497692
Assam,Marigaon,2020,3,0.041310567
Assam,Marigaon,2020,4,0.06611873
Assam,Marigaon,2020,5,0.06714643
Assam,Marigaon,2020,6,0.028230691
Assam,Marigaon,2020,7,0.026094006
Assam,Marigaon,2020,8,0.031786505
Assam,Marigaon,2020,9,0.03320411
Assam,Marigaon,2020,10,0.033520274
Assam,Marigaon,2020,11,0.03150547
Assam,Marigaon,2020,12,0.03197253
Assam,Marigaon,2021,1,0.030373152
Assam,Marigaon,2021,2,0.03168169
Assam,Marigaon,2021,3,0.029733395
Assam,Marigaon,2021,4,0.034368735
Assam,Marigaon,2021,5,0.036971375
Assam,Nagaon,2020,1,0.078968704
Assam,Nagaon,2020,2,0.0937707
Assam,Nagaon,2020,3,0.07515903
Assam,Nagaon,2020,4,0.08020727
Assam,Nagaon,2020,5,0.069642924
Assam,Nagaon,2020,6,0.02860755
Assam,Nagaon,2020,7,0.023376713
Assam,Nagaon,2020,8,0.032564
Assam,Nagaon,2020,9,0.032103676
Assam,Nagaon,2020,10,0.03171509
Assam,Nagaon,2020,11,0.03124588
Assam,Nagaon,2020,12,0.03695575
Assam,Nagaon,2021,1,0.031337894
Assam,Nagaon,2021,2,0.039002683
Assam,Nagaon,2021,3,0.026191738
Assam,Nagaon,2021,4,0.04486307
Assam,Nagaon,2021,5,0.043294303
Assam,Nalbari,2020,1,0.039132725
Assam,Nalbari,2020,2,0.04335605
Assam,Nalbari,2020,3,0.03203936
Assam,Nalbari,2020,4,0.038850922
Assam,Nalbari,2020,5,0.056178212
Assam,Nalbari,2020,6,0.040334392
Assam,Nalbari,2020,7,0.037721463
Assam,Nalbari,2020,8,0.0362535
Assam,Nalbari,2020,9,0.037324876
Assam,Nalbari,2020,10,0.03991103
Assam,Nalbari,2020,11,0.025435874
Assam,Nalbari,2020,12,0.033148214
Assam,Nalbari,2021,1,0.030285312
Assam,Nalbari,2021,2,0.033448588
Assam,Nalbari,2021,3,0.028130565
Assam,Nalbari,2021,4,0.041820873
Assam,Nalbari,2021,5,0.033989012
Assam,Sivasagar,2020,1,0.15419444
Assam,Sivasagar,2020,2,0.13007222
Assam,Sivasagar,2020,3,0.10131189
Assam,Sivasagar,2020,4,0.11811315
Assam,Sivasagar,2020,5,0.12178605
Assam,Sivasagar,2020,6,0.04689776
Assam,Sivasagar,2020,7,0.041401636
Assam,Sivasagar,2020,8,0.035128135
Assam,Sivasagar,2020,9,0.050145194
Assam,Sivasagar,2020,10,0.038145542
Assam,Sivasagar,2020,11,0.054771684
Assam,Sivasagar,2020,12,0.05588924
Assam,Sivasagar,2021,1,0.052304447
Assam,Sivasagar,2021,2,0.06334443
Assam,Sivasagar,2021,3,0.11612161
Assam,Sivasagar,2021,4,0.10538286
Assam,Sivasagar,2021,5,0.0857219
Assam,Sonitpur,2020,1,0.13125384
Assam,Sonitpur,2020,2,0.1274359
Assam,Sonitpur,2020,3,0.0890733
Assam,Sonitpur,2020,4,0.1296491
Assam,Sonitpur,2020,5,0.08858056
Assam,Sonitpur,2020,6,0.028637627
Assam,Sonitpur,2020,7,0.025079165
Assam,Sonitpur,2020,8,0.033663534
Assam,Sonitpur,2020,9,0.0315009
Assam,Sonitpur,2020,10,0.03369584
Assam,Sonitpur,2020,11,0.03617991
Assam,Sonitpur,2020,12,0.04046411
Assam,Sonitpur,2021,1,0.03906083
Assam,Sonitpur,2021,2,0.044142183
Assam,Sonitpur,2021,3,0.05641535
Assam,Sonitpur,2021,4,0.060063597
Assam,Sonitpur,2021,5,0.040078957
Assam,Tinsukia,2020,1,0.058894306
Assam,Tinsukia,2020,2,0.09408254
Assam,Tinsukia,2020,3,0.06265732
Assam,Tinsukia,2020,4,0.07001892
Assam,Tinsukia,2020,5,0.08091671
Assam,Tinsukia,2020,6,0.03356996
Assam,Tinsukia,2020,7,0.02468901
Assam,Tinsukia,2020,8,0.038822338
Assam,Tinsukia,2020,9,0.037965026
Assam,Tinsukia,2020,10,0.04009455
Assam,Tinsukia,2020,11,0.04204224
Assam,Tinsukia,2020,12,0.048508845
Assam,Tinsukia,2021,1,0.031625796
Assam,Tinsukia,2021,2,0.058122218
Assam,Tinsukia,2021,3,0.08755122
Assam,Tinsukia,2021,4,0.07036414
Assam,Tinsukia,2021,5,0.052232902
Bihar,Aurangabad,2020,1,0.109579906
Bihar,Aurangabad,2020,2,0.087972224
Bihar,Aurangabad,2020,3,0.10328042
Bihar,Aurangabad,2020,4,0.087529816
Bihar,Aurangabad,2020,5,0.089578755
Bihar,Aurangabad,2020,6,0.045128025
Bihar,Aurangabad,2020,7,0.04375955
Bihar,Aurangabad,2020,8,0.06014691
Bihar,Aurangabad,2020,9,0.044233546
Bihar,Aurangabad,2020,10,0.05846782
Bihar,Aurangabad,2020,11,0.043697443
Bihar,Aurangabad,2020,12,0.056525502
Bihar,Aurangabad,2021,1,0.039936937
Bihar,Aurangabad,2021,2,0.04764885
Bihar,Aurangabad,2021,3,0.031542365
Bihar,Aurangabad,2021,4,0.031540263
Bihar,Aurangabad,2021,5,0.10075196
Bihar,Begusarai,2020,1,0.06200215
Bihar,Begusarai,2020,2,0.05906727
Bihar,Begusarai,2020,3,0.07111748
Bihar,Begusarai,2020,4,0.10504366
Bihar,Begusarai,2020,5,0.06482309
Bihar,Begusarai,2020,6,0.08849348
Bihar,Begusarai,2020,7,0.05566984
Bihar,Begusarai,2020,8,0.09540861
Bihar,Begusarai,2020,9,0.067898825
Bihar,Begusarai,2020,10,0.102525204
Bihar,Begusarai,2020,11,0.07865871
Bihar,Begusarai,2020,12,0.080802836
Bihar,Begusarai,2021,1,0.066877924
Bihar,Begusarai,2021,2,0.0601364
Bihar,Begusarai,2021,3,0.044482294
Bihar,Begusarai,2021,4,0.04390655
Bihar,Begusarai,2021,5,0.0893276
Bihar,Bhagalpur,2020,1,0.18948852
Bihar,Bhagalpur,2020,2,0.19671069
Bihar,Bhagalpur,2020,3,0.13210371
Bihar,Bhagalpur,2020,4,0.13864638
Bihar,Bhagalpur,2020,5,0.14075637
Bihar,Bhagalpur,2020,6,0.08876079
Bihar,Bhagalpur,2020,7,0.0867011
Bihar,Bhagalpur,2020,8,0.08936931
Bihar,Bhagalpur,2020,9,0.05319018
Bihar,Bhagalpur,2020,10,0.06534193
Bihar,Bhagalpur,2020,11,0.05060032
Bihar,Bhagalpur,2020,12,0.053075057
Bihar,Bhagalpur,2021,1,0.04039025
Bihar,Bhagalpur,2021,2,0.041013885
Bihar,Bhagalpur,2021,3,0.022887152
Bihar,Bhagalpur,2021,4,0.03674429
Bihar,Bhagalpur,2021,5,0.22709332
Bihar,Bhojpur,2020,1,0.14750548
Bihar,Bhojpur,2020,2,0.1606422
Bihar,Bhojpur,2020,3,0.1815626
Bihar,Bhojpur,2020,4,0.14152479
Bihar,Bhojpur,2020,5,0.10704047
Bihar,Bhojpur,2020,6,0.079713106
Bihar,Bhojpur,2020,7,0.060594805
Bihar,Bhojpur,2020,8,0.089417435
Bihar,Bhojpur,2020,9,0.0563096
Bihar,Bhojpur,2020,10,0.11228722
Bihar,Bhojpur,2020,11,0.062197566
Bihar,Bhojpur,2020,12,0.07598604
Bihar,Bhojpur,2021,1,0.06193484
Bihar,Bhojpur,2021,2,0.060791783
Bihar,Bhojpur,2021,3,0.04751651
Bihar,Bhojpur,2021,4,0.050274264
Bihar,Bhojpur,2021,5,0.074575156
Bihar,Buxar,2020,1,0.16553658
Bihar,Buxar,2020,2,0.10044002
Bihar,Buxar,2020,3,0.09633036
Bihar,Buxar,2020,4,0.10288711
Bihar,Buxar,2020,5,0.0724897
Bihar,Buxar,2020,6,0.06785526
Bihar,Buxar,2020,7,0.04369988
Bihar,Buxar,2020,8,0.060858052
Bihar,Buxar,2020,9,0.043538466
Bihar,Buxar,2020,10,0.051858913
Bihar,Buxar,2020,11,0.050957497
Bihar,Buxar,2020,12,0.042766787
Bihar,Buxar,2021,1,0.03781158
Bihar,Buxar,2021,2,0.041497406
Bihar,Buxar,2021,3,0.024755491
Bihar,Buxar,2021,4,0.027394518
Bihar,Buxar,2021,5,0.052258573
Bihar,Darbhanga,2020,1,0.055561744
Bihar,Darbhanga,2020,2,0.080579855
Bihar,Darbhanga,2020,3,0.10207185
Bihar,Darbhanga,2020,4,0.112044305
Bihar,Darbhanga,2020,5,0.10111288
Bihar,Darbhanga,2020,6,0.08612106
Bihar,Darbhanga,2020,7,0.06180787
Bihar,Darbhanga,2020,8,0.09816745
Bihar,Darbhanga,2020,9,0.045564257
Bihar,Darbhanga,2020,10,0.05754487
Bihar,Darbhanga,2020,11,0.054249283
Bihar,Darbhanga,2020,12,0.053093757
Bihar,Darbhanga,2021,1,0.047236215
Bihar,Darbhanga,2021,2,0.05185202
Bihar,Darbhanga,2021,3,0.03251277
Bihar,Darbhanga,2021,4,0.078141324
Bihar,Darbhanga,2021,5,0.10195771
Bihar,Gaya,2020,1,0.12017771
Bihar,Gaya,2020,2,0.11711822
Bihar,Gaya,2020,3,0.13142033
Bihar,Gaya,2020,4,0.114783265
Bihar,Gaya,2020,5,0.071306415
Bihar,Gaya,2020,6,0.08208534
Bihar,Gaya,2020,7,0.05789703
Bihar,Gaya,2020,8,0.08503208
Bihar,Gaya,2020,9,0.054083213
Bihar,Gaya,2020,10,0.102602
Bihar,Gaya,2020,11,0.07931492
Bihar,Gaya,2020,12,0.081657365
Bihar,Gaya,2021,1,0.07008834
Bihar,Gaya,2021,2,0.06047722
Bihar,Gaya,2021,3,0.051954538
Bihar,Gaya,2021,4,0.048081446
