Country,Year,Month,Inflation,InterestRate,ExchangeRate,NIFTY50,VIX
IND,2021,12,5.8164527100165015,7.113819444444444,73.98444444444445,17174.269565217393,18.514374125874124
IND,2022,1,5.900611074572329,7.191666666666666,78.37555555555555,17770.6225,18.409625
IND,2022,2,5.872199126527923,7.193888888888889,78.325,17225.94,22.07525
IND,2022,3,5.843787178483518,7.196111111111111,77.8125,16864.67380952381,25.079761904761902
IND,2022,4,5.815375230439113,7.198333333333333,77.49,17419.360526315788,18.872631578947367
IND,2022,5,5.786963282394707,7.200555555555556,78.2942857142857,16271.01904761905,22.60869047619048
IND,2022,6,5.758551334350301,7.2027777777777775,78.55125,15933.163636363635,21.12840909090909
IND,2022,7,5.730139386305895,7.205,78.494,16299.021428571428,18.308690476190478
IND,2022,8,5.701727438261489,7.207222222222223,78.60666666666667,17579.065,18.565625
IND,2022,9,5.6733154902170835,7.209444444444444,78.6775,17544.877272727274,19.554318181818182
IND,2022,10,5.644903542172678,7.211666666666667,77.24,17406.873684210525,18.33644736842105
IND,2022,11,5.616491594128273,7.2138888888888895,77.4975,18311.283333333333,14.774047619047618
IND,2022,12,5.588079646083867,7.216111111111111,78.81875,18385.131818181817,14.225681818181817
IND,2023,1,5.559667698039461,7.218333333333334,82.4825,17968.745238095238,15.008333333333335
IND,2023,2,5.413873275904107,7.198194444444445,82.50285714285714,17739.2225,14.060125
IND,2023,3,5.268078853768753,7.178055555555556,82.46444444444444,17225.64285714286,14.354642857142856
IND,2023,4,5.122284431633399,7.157916666666667,82.71,17710.679411764704,11.911617647058824
IND,2023,5,4.976490009498045,7.137777777777778,82.61,18307.054545454546,12.540113636363635
IND,2023,6,4.830695587362691,7.117638888888889,82.712,18726.77142857143,11.18047619047619
IND,2023,7,4.684901165227338,7.0975,82.70333333333332,19586.0,11.1825
IND,2023,8,4.539106743091983,7.077361111111111,82.6625,19438.28636363636,11.636931818181818
IND,2023,9,4.393312320956629,7.057222222222222,82.48714285714286,19786.045000000002,11.197125
IND,2023,10,4.247517898821275,7.037083333333333,82.3075,19481.665,11.10925
IND,2023,11,4.101723476685921,7.016944444444444,82.5775,19599.16904761905,11.573214285714286
IND,2023,12,3.955929054550567,6.9968055555555555,82.41375000000001,21165.989999999998,13.512875
IND,2024,1,3.810134632415213,6.976666666666667,83.45625,21631.893181818185,14.090454545454547
IND,2024,2,3.73244683456756,6.939166666666667,83.60375,21947.27857142857,15.547857142857143
IND,2024,3,3.6547590367199065,6.901666666666666,83.675,22187.310526315792,13.688333333333333
IND,2024,4,3.577071238872253,6.864166666666667,83.72375,22443.4575,11.739
IND,2024,5,3.4993834410246,6.826666666666666,83.576,22485.231818181815,20.159772727272728
IND,2024,6,3.421695643176947,6.789166666666667,83.695,23364.044736842105,15.562368421052632
IND,2024,7,3.344007845329293,6.751666666666667,83.56142857142856,24495.15227272727,13.540454545454544
IND,2024,8,3.2663200474816403,6.714166666666666,83.4688888888889,24613.07380952381,14.900833333333335
IND,2024,9,3.188632249633987,6.676666666666667,83.63888888888889,25470.09047619048,13.286547619047619
IND,2024,10,3.1109444517863336,6.639166666666666,83.70625,24781.670454545456,13.932386363636363
IND,2024,11,3.0332566539386803,6.601666666666667,83.605,23969.84736842105,15.254736842105261
IND,2024,12,2.955568856091027,6.564166666666666,83.634,24231.019047619047,14.020714285714286
