Country,Year,State Name,Type Of Urban Lobal Body (Ulb) ,Category Of Urban Lobal Body (Ulb),"Weighted Average Own Revenue (UOM:INR(IndianRupees)), Scaling Factor:10000000","Median Own Revenue Per Capita (UOM:INR(IndianRupees)), Scaling Factor:1","Percentage Of Weighted Average Own Revenues To Revenue Expenditure (UOM:%(Percentage)), Scaling Factor:1","Percentage Of Cities Where Own Revenues Meet Revenue Expenditure (UOM:%(Percentage)), Scaling Factor:1"
India,"Financial Year (Apr - Mar), 2021",Manipur,Municipal Corporation,500 Thousand - 1 Million,123,1207,149,4
India,"Financial Year (Apr - Mar), 2021",Manipur,Municipal Corporation,100 Thousand-500 Thousand,52,1353,40,7
India,"Financial Year (Apr - Mar), 2021",Manipur,Municipal Corporation,<100 Thousand,14,1717,50,0
India,"Financial Year (Apr - Mar), 2021",Manipur,Municipality,4 Million+,0,0,0,0
India,"Financial Year (Apr - Mar), 2021",Manipur,Municipality,1 Million - 4 Million,0,0,0,0
India,"Financial Year (Apr - Mar), 2021",Manipur,Municipality,500 Thousand - 1 Million,7,133,16,0
India,"Financial Year (Apr - Mar), 2021",Manipur,Municipality,100 Thousand-500 Thousand,17,668,64,4
India,"Financial Year (Apr - Mar), 2021",Manipur,Municipality,<100 Thousand,5,725,24,2
India,"Financial Year (Apr - Mar), 2021",Meghalaya,Town Panchayat,4 Million+,0,0,0,0
India,"Financial Year (Apr - Mar), 2021",Meghalaya,Town Panchayat,1 Million - 4 Million,0,0,0,0
India,"Financial Year (Apr - Mar), 2021",Meghalaya,Town Panchayat,500 Thousand - 1 Million,7,108,108,2
India,"Financial Year (Apr - Mar), 2021",Meghalaya,Town Panchayat,100 Thousand-500 Thousand,8,461,26,0
India,"Financial Year (Apr - Mar), 2021",Meghalaya,Town Panchayat,<100 Thousand,1,433,109,2
India,"Financial Year (Apr - Mar), 2021",Meghalaya,Municipal Corporation,4 Million+,11482,4877,430,38
India,"Financial Year (Apr - Mar), 2021",Meghalaya,Municipal Corporation,1 Million - 4 Million,1048,2402,175,24
India,"Financial Year (Apr - Mar), 2021",Meghalaya,Municipal Corporation,500 Thousand - 1 Million,123,1207,149,4
India,"Financial Year (Apr - Mar), 2021",Meghalaya,Municipal Corporation,100 Thousand-500 Thousand,52,1353,40,7
India,"Financial Year (Apr - Mar), 2021",Meghalaya,Municipal Corporation,<100 Thousand,14,1717,50,0
India,"Financial Year (Apr - Mar), 2021",Meghalaya,Municipality,4 Million+,0,0,0,0
India,"Financial Year (Apr - Mar), 2021",Meghalaya,Municipality,1 Million - 4 Million,0,0,0,0
India,"Financial Year (Apr - Mar), 2021",Meghalaya,Municipality,500 Thousand - 1 Million,7,133,16,0
India,"Financial Year (Apr - Mar), 2021",Meghalaya,Municipality,100 Thousand-500 Thousand,17,668,64,4
India,"Financial Year (Apr - Mar), 2021",Meghalaya,Municipality,<100 Thousand,5,725,24,2
India,"Financial Year (Apr - Mar), 2021",Mizoram,Town Panchayat,4 Million+,0,0,0,0
India,"Financial Year (Apr - Mar), 2021",Mizoram,Town Panchayat,1 Million - 4 Million,0,0,0,0
India,"Financial Year (Apr - Mar), 2021",Mizoram,Town Panchayat,500 Thousand - 1 Million,7,108,108,2
India,"Financial Year (Apr - Mar), 2021",Mizoram,Town Panchayat,100 Thousand-500 Thousand,8,461,26,0
India,"Financial Year (Apr - Mar), 2021",Mizoram,Town Panchayat,<100 Thousand,1,433,109,2
India,"Financial Year (Apr - Mar), 2021",Mizoram,Municipal Corporation,4 Million+,11482,4877,430,38
India,"Financial Year (Apr - Mar), 2021",Mizoram,Municipal Corporation,1 Million - 4 Million,1048,2402,175,24
India,"Financial Year (Apr - Mar), 2021",Mizoram,Municipal Corporation,500 Thousand - 1 Million,123,1207,149,4
India,"Financial Year (Apr - Mar), 2021",Mizoram,Municipal Corporation,100 Thousand-500 Thousand,52,1353,40,7
India,"Financial Year (Apr - Mar), 2021",Mizoram,Municipal Corporation,<100 Thousand,14,1717,50,0
India,"Financial Year (Apr - Mar), 2021",Mizoram,Municipality,4 Million+,0,0,0,0
India,"Financial Year (Apr - Mar), 2021",Mizoram,Municipality,1 Million - 4 Million,0,0,0,0
India,"Financial Year (Apr - Mar), 2021",Mizoram,Municipality,500 Thousand - 1 Million,7,133,16,0
India,"Financial Year (Apr - Mar), 2021",Mizoram,Municipality,100 Thousand-500 Thousand,17,668,64,4
India,"Financial Year (Apr - Mar), 2021",Mizoram,Municipality,<100 Thousand,5,725,24,2
India,"Financial Year (Apr - Mar), 2021",Nagaland,Town Panchayat,4 Million+,0,0,0,0
India,"Financial Year (Apr - Mar), 2021",Nagaland,Town Panchayat,1 Million - 4 Million,0,0,0,0
India,"Financial Year (Apr - Mar), 2021",Nagaland,Town Panchayat,500 Thousand - 1 Million,7,108,108,2
India,"Financial Year (Apr - Mar), 2021",Nagaland,Town Panchayat,100 Thousand-500 Thousand,8,461,26,0
India,"Financial Year (Apr - Mar), 2021",Nagaland,Town Panchayat,<100 Thousand,1,433,109,2
India,"Financial Year (Apr - Mar), 2021",Nagaland,Municipal Corporation,4 Million+,11482,4877,430,38
India,"Financial Year (Apr - Mar), 2021",Nagaland,Municipal Corporation,1 Million - 4 Million,1048,2402,175,24
India,"Financial Year (Apr - Mar), 2021",Nagaland,Municipal Corporation,500 Thousand - 1 Million,123,1207,149,4
India,"Financial Year (Apr - Mar), 2021",Nagaland,Municipal Corporation,100 Thousand-500 Thousand,52,1353,40,7
India,"Financial Year (Apr - Mar), 2021",Nagaland,Municipal Corporation,<100 Thousand,14,1717,50,0
India,"Financial Year (Apr - Mar), 2021",Nagaland,Municipality,4 Million+,0,0,0,0
India,"Financial Year (Apr - Mar), 2021",Nagaland,Municipality,1 Million - 4 Million,0,0,0,0
India,"Financial Year (Apr - Mar), 2021",Nagaland,Municipality,500 Thousand - 1 Million,7,133,16,0
India,"Financial Year (Apr - Mar), 2021",Nagaland,Municipality,100 Thousand-500 Thousand,17,668,64,4
India,"Financial Year (Apr - Mar), 2021",Nagaland,Municipality,<100 Thousand,5,725,24,2
India,"Financial Year (Apr - Mar), 2021",Odisha,Town Panchayat,4 Million+,0,0,0,0
India,"Financial Year (Apr - Mar), 2021",Odisha,Town Panchayat,1 Million - 4 Million,0,0,0,0
India,"Financial Year (Apr - Mar), 2021",Odisha,Town Panchayat,500 Thousand - 1 Million,7,108,108,2
India,"Financial Year (Apr - Mar), 2021",Odisha,Town Panchayat,100 Thousand-500 Thousand,8,461,26,0
India,"Financial Year (Apr - Mar), 2021",Odisha,Town Panchayat,<100 Thousand,1,433,109,2
India,"Financial Year (Apr - Mar), 2021",Odisha,Municipal Corporation,4 Million+,11482,4877,430,38
India,"Financial Year (Apr - Mar), 2021",Odisha,Municipal Corporation,1 Million - 4 Million,1048,2402,175,24
India,"Financial Year (Apr - Mar), 2021",Odisha,Municipal Corporation,500 Thousand - 1 Million,123,1207,149,4
India,"Financial Year (Apr - Mar), 2021",Odisha,Municipal Corporation,100 Thousand-500 Thousand,52,1353,40,7
India,"Financial Year (Apr - Mar), 2021",Odisha,Municipal Corporation,<100 Thousand,14,1717,50,0
India,"Financial Year (Apr - Mar), 2021",Odisha,Municipality,4 Million+,0,0,0,0
India,"Financial Year (Apr - Mar), 2021",Odisha,Municipality,1 Million - 4 Million,0,0,0,0
India,"Financial Year (Apr - Mar), 2021",Odisha,Municipality,500 Thousand - 1 Million,7,133,16,0
India,"Financial Year (Apr - Mar), 2021",Odisha,Municipality,100 Thousand-500 Thousand,17,668,64,4
India,"Financial Year (Apr - Mar), 2021",Odisha,Municipality,<100 Thousand,5,725,24,2
India,"Financial Year (Apr - Mar), 2021",Puducherry,Town Panchayat,4 Million+,0,0,0,0
India,"Financial Year (Apr - Mar), 2021",Puducherry,Town Panchayat,1 Million - 4 Million,0,0,0,0
India,"Financial Year (Apr - Mar), 2021",Puducherry,Town Panchayat,500 Thousand - 1 Million,7,108,108,2
India,"Financial Year (Apr - Mar), 2021",Puducherry,Town Panchayat,100 Thousand-500 Thousand,8,461,26,0
India,"Financial Year (Apr - Mar), 2021",Puducherry,Town Panchayat,<100 Thousand,1,433,109,2
India,"Financial Year (Apr - Mar), 2021",Puducherry,Municipal Corporation,4 Million+,11482,4877,430,38
India,"Financial Year (Apr - Mar), 2021",Puducherry,Municipal Corporation,1 Million - 4 Million,1048,2402,175,24
India,"Financial Year (Apr - Mar), 2021",Puducherry,Municipal Corporation,500 Thousand - 1 Million,123,1207,149,4
India,"Financial Year (Apr - Mar), 2021",Puducherry,Municipal Corporation,100 Thousand-500 Thousand,52,1353,40,7
India,"Financial Year (Apr - Mar), 2021",Puducherry,Municipal Corporation,<100 Thousand,14,1717,50,0
India,"Financial Year (Apr - Mar), 2021",Puducherry,Municipality,4 Million+,0,0,0,0
India,"Financial Year (Apr - Mar), 2021",Puducherry,Municipality,1 Million - 4 Million,0,0,0,0
India,"Financial Year (Apr - Mar), 2021",Puducherry,Municipality,500 Thousand - 1 Million,7,133,16,0
India,"Financial Year (Apr - Mar), 2021",Puducherry,Municipality,100 Thousand-500 Thousand,17,668,64,4
India,"Financial Year (Apr - Mar), 2021",Puducherry,Municipality,<100 Thousand,5,725,24,2
India,"Financial Year (Apr - Mar), 2021",Punjab,Town Panchayat,4 Million+,0,0,0,0
India,"Financial Year (Apr - Mar), 2021",Punjab,Town Panchayat,1 Million - 4 Million,0,0,0,0
India,"Financial Year (Apr - Mar), 2021",Punjab,Town Panchayat,500 Thousand - 1 Million,7,108,108,2
India,"Financial Year (Apr - Mar), 2021",Punjab,Town Panchayat,100 Thousand-500 Thousand,8,461,26,0
India,"Financial Year (Apr - Mar), 2021",Punjab,Town Panchayat,<100 Thousand,1,433,109,2
India,"Financial Year (Apr - Mar), 2021",Punjab,Municipal Corporation,4 Million+,11482,4877,430,38
India,"Financial Year (Apr - Mar), 2021",Punjab,Municipal Corporation,1 Million - 4 Million,1048,2402,175,24
India,"Financial Year (Apr - Mar), 2021",Punjab,Municipal Corporation,500 Thousand - 1 Million,123,1207,149,4
India,"Financial Year (Apr - Mar), 2021",Punjab,Municipal Corporation,100 Thousand-500 Thousand,52,1353,40,7
India,"Financial Year (Apr - Mar), 2021",Punjab,Municipal Corporation,<100 Thousand,14,1717,50,0
India,"Financial Year (Apr - Mar), 2021",Punjab,Municipality,4 Million+,0,0,0,0
India,"Financial Year (Apr - Mar), 2021",Punjab,Municipality,1 Million - 4 Million,0,0,0,0
India,"Financial Year (Apr - Mar), 2021",Punjab,Municipality,500 Thousand - 1 Million,7,133,16,0
India,"Financial Year (Apr - Mar), 2021",Punjab,Municipality,100 Thousand-500 Thousand,17,668,64,4
India,"Financial Year (Apr - Mar), 2021",Punjab,Municipality,<100 Thousand,5,725,24,2
India,"Financial Year (Apr - Mar), 2021",Rajasthan,Town Panchayat,4 Million+,0,0,0,0
India,"Financial Year (Apr - Mar), 2021",Rajasthan,Town Panchayat,1 Million - 4 Million,122,804,34,0
India,"Financial Year (Apr - Mar), 2021",Rajasthan,Town Panchayat,500 Thousand - 1 Million,14,151,13,0
India,"Financial Year (Apr - Mar), 2021",Rajasthan,Town Panchayat,100 Thousand-500 Thousand,21,623,46,1
India,"Financial Year (Apr - Mar), 2021",Rajasthan,Town Panchayat,<100 Thousand,5,594,79,0
India,"Financial Year (Apr - Mar), 2021",Rajasthan,Municipal Corporation,4 Million+,11482,4877,430,38
India,"Financial Year (Apr - Mar), 2021",Rajasthan,Municipal Corporation,1 Million - 4 Million,1048,2402,175,24
India,"Financial Year (Apr - Mar), 2021",Rajasthan,Municipal Corporation,500 Thousand - 1 Million,123,1207,149,4
India,"Financial Year (Apr - Mar), 2021",Rajasthan,Municipal Corporation,100 Thousand-500 Thousand,52,1353,40,7
India,"Financial Year (Apr - Mar), 2021",Rajasthan,Municipal Corporation,<100 Thousand,14,1717,50,0
India,"Financial Year (Apr - Mar), 2021",Rajasthan,Municipality,4 Million+,0,0,0,0
India,"Financial Year (Apr - Mar), 2021",Rajasthan,Municipality,1 Million - 4 Million,0,0,0,0
India,"Financial Year (Apr - Mar), 2021",Rajasthan,Municipality,500 Thousand - 1 Million,7,133,16,0
India,"Financial Year (Apr - Mar), 2021",Rajasthan,Municipality,100 Thousand-500 Thousand,17,668,64,4
India,"Financial Year (Apr - Mar), 2021",Rajasthan,Municipality,<100 Thousand,5,725,24,2
India,"Financial Year (Apr - Mar), 2021",Sikkim,Town Panchayat,4 Million+,0,0,0,0
India,"Financial Year (Apr - Mar), 2021",Sikkim,Town Panchayat,1 Million - 4 Million,0,0,0,0
India,"Financial Year (Apr - Mar), 2021",Sikkim,Town Panchayat,500 Thousand - 1 Million,0,0,0,0
India,"Financial Year (Apr - Mar), 2021",Sikkim,Town Panchayat,100 Thousand-500 Thousand,0,0,0,0
India,"Financial Year (Apr - Mar), 2021",Sikkim,Town Panchayat,<100 Thousand,1,1396,69,0
India,"Financial Year (Apr - Mar), 2021",Sikkim,Municipal Corporation,4 Million+,11482,4877,430,38
India,"Financial Year (Apr - Mar), 2021",Sikkim,Municipal Corporation,1 Million - 4 Million,1048,2402,175,24
India,"Financial Year (Apr - Mar), 2021",Sikkim,Municipal Corporation,500 Thousand - 1 Million,123,1207,149,4
India,"Financial Year (Apr - Mar), 2021",Sikkim,Municipal Corporation,100 Thousand-500 Thousand,52,1353,40,7
India,"Financial Year (Apr - Mar), 2021",Sikkim,Municipal Corporation,<100 Thousand,14,1717,50,0
India,"Financial Year (Apr - Mar), 2021",Sikkim,Municipality,4 Million+,0,0,0,0
India,"Financial Year (Apr - Mar), 2021",Sikkim,Municipality,1 Million - 4 Million,0,0,0,0
India,"Financial Year (Apr - Mar), 2021",Sikkim,Municipality,500 Thousand - 1 Million,7,133,16,0
India,"Financial Year (Apr - Mar), 2021",Sikkim,Municipality,100 Thousand-500 Thousand,17,668,64,4
India,"Financial Year (Apr - Mar), 2021",Sikkim,Municipality,<100 Thousand,5,725,24,2
India,"Financial Year (Apr - Mar), 2021",Tamil Nadu,Town Panchayat,4 Million+,0,0,0,0
India,"Financial Year (Apr - Mar), 2021",Tamil Nadu,Town Panchayat,1 Million - 4 Million,0,0,0,0
India,"Financial Year (Apr - Mar), 2021",Tamil Nadu,Town Panchayat,500 Thousand - 1 Million,7,108,108,2
India,"Financial Year (Apr - Mar), 2021",Tamil Nadu,Town Panchayat,100 Thousand-500 Thousand,8,461,26,0
India,"Financial Year (Apr - Mar), 2021",Tamil Nadu,Town Panchayat,<100 Thousand,1,433,109,2
India,"Financial Year (Apr - Mar), 2021",Tamil Nadu,Municipal Corporation,4 Million+,11482,4877,430,38
India,"Financial Year (Apr - Mar), 2021",Tamil Nadu,Municipal Corporation,1 Million - 4 Million,1048,2402,175,24
India,"Financial Year (Apr - Mar), 2021",Tamil Nadu,Municipal Corporation,500 Thousand - 1 Million,123,1207,149,4
India,"Financial Year (Apr - Mar), 2021",Tamil Nadu,Municipal Corporation,100 Thousand-500 Thousand,52,1353,40,7
India,"Financial Year (Apr - Mar), 2021",Tamil Nadu,Municipal Corporation,<100 Thousand,14,1717,50,0
India,"Financial Year (Apr - Mar), 2021",Tamil Nadu,Municipality,4 Million+,0,0,0,0
India,"Financial Year (Apr - Mar), 2021",Tamil Nadu,Municipality,1 Million - 4 Million,0,0,0,0
India,"Financial Year (Apr - Mar), 2021",Tamil Nadu,Municipality,500 Thousand - 1 Million,7,133,16,0
India,"Financial Year (Apr - Mar), 2021",Tamil Nadu,Municipality,100 Thousand-500 Thousand,17,668,64,4
India,"Financial Year (Apr - Mar), 2021",Tamil Nadu,Municipality,<100 Thousand,5,725,24,2
India,"Financial Year (Apr - Mar), 2021",Telangana,Town Panchayat,4 Million+,0,0,0,0
India,"Financial Year (Apr - Mar), 2021",Telangana,Town Panchayat,1 Million - 4 Million,0,0,0,0
India,"Financial Year (Apr - Mar), 2021",Telangana,Town Panchayat,500 Thousand - 1 Million,7,108,108,2
India,"Financial Year (Apr - Mar), 2021",Telangana,Town Panchayat,100 Thousand-500 Thousand,8,461,26,0
India,"Financial Year (Apr - Mar), 2021",Telangana,Town Panchayat,<100 Thousand,1,433,109,2
India,"Financial Year (Apr - Mar), 2021",Telangana,Municipal Corporation,4 Million+,11482,4877,430,38
India,"Financial Year (Apr - Mar), 2021",Telangana,Municipal Corporation,1 Million - 4 Million,1048,2402,175,24
India,"Financial Year (Apr - Mar), 2021",Telangana,Municipal Corporation,500 Thousand - 1 Million,123,1207,149,4
India,"Financial Year (Apr - Mar), 2021",Telangana,Municipal Corporation,100 Thousand-500 Thousand,52,1353,40,7
India,"Financial Year (Apr - Mar), 2021",Telangana,Municipal Corporation,<100 Thousand,14,1717,50,0
India,"Financial Year (Apr - Mar), 2021",Telangana,Municipality,4 Million+,0,0,0,0
India,"Financial Year (Apr - Mar), 2021",Telangana,Municipality,1 Million - 4 Million,0,0,0,0
India,"Financial Year (Apr - Mar), 2021",Telangana,Municipality,500 Thousand - 1 Million,7,133,16,0
India,"Financial Year (Apr - Mar), 2021",Telangana,Municipality,100 Thousand-500 Thousand,17,668,64,4
India,"Financial Year (Apr - Mar), 2021",Telangana,Municipality,<100 Thousand,5,725,24,2
India,"Financial Year (Apr - Mar), 2021",The Government of NCT of Delhi,Town Panchayat,4 Million+,0,0,0,0
India,"Financial Year (Apr - Mar), 2021",The Government of NCT of Delhi,Town Panchayat,1 Million - 4 Million,0,0,0,0
India,"Financial Year (Apr - Mar), 2021",The Government of NCT of Delhi,Town Panchayat,500 Thousand - 1 Million,7,108,108,2
India,"Financial Year (Apr - Mar), 2021",The Government of NCT of Delhi,Town Panchayat,100 Thousand-500 Thousand,8,461,26,0
India,"Financial Year (Apr - Mar), 2021",The Government of NCT of Delhi,Town Panchayat,<100 Thousand,1,433,109,2
India,"Financial Year (Apr - Mar), 2021",The Government of NCT of Delhi,Municipal Corporation,4 Million+,11482,4877,430,38
India,"Financial Year (Apr - Mar), 2021",The Government of NCT of Delhi,Municipal Corporation,1 Million - 4 Million,1048,2402,175,24
India,"Financial Year (Apr - Mar), 2021",The Government of NCT of Delhi,Municipal Corporation,500 Thousand - 1 Million,123,1207,149,4
India,"Financial Year (Apr - Mar), 2021",The Government of NCT of Delhi,Municipal Corporation,100 Thousand-500 Thousand,52,1353,40,7
India,"Financial Year (Apr - Mar), 2021",The Government of NCT of Delhi,Municipal Corporation,<100 Thousand,14,1717,50,0
India,"Financial Year (Apr - Mar), 2021",The Government of NCT of Delhi,Municipality,4 Million+,0,0,0,0
India,"Financial Year (Apr - Mar), 2021",The Government of NCT of Delhi,Municipality,1 Million - 4 Million,0,0,0,0
India,"Financial Year (Apr - Mar), 2021",The Government of NCT of Delhi,Municipality,500 Thousand - 1 Million,7,133,16,0
India,"Financial Year (Apr - Mar), 2021",The Government of NCT of Delhi,Municipality,100 Thousand-500 Thousand,17,668,64,4
India,"Financial Year (Apr - Mar), 2021",The Government of NCT of Delhi,Municipality,<100 Thousand,5,725,24,2
India,"Financial Year (Apr - Mar), 2021",Tripura,Town Panchayat,4 Million+,0,0,0,0
India,"Financial Year (Apr - Mar), 2021",Tripura,Town Panchayat,1 Million - 4 Million,0,0,0,0
India,"Financial Year (Apr - Mar), 2021",Tripura,Town Panchayat,500 Thousand - 1 Million,0,0,0,0
India,"Financial Year (Apr - Mar), 2021",Tripura,Town Panchayat,100 Thousand-500 Thousand,121,3025,114,0
India,"Financial Year (Apr - Mar), 2021",Tripura,Town Panchayat,<100 Thousand,2,537,90,0
India,"Financial Year (Apr - Mar), 2021",Tripura,Municipal Corporation,4 Million+,11482,4877,430,38
India,"Financial Year (Apr - Mar), 2021",Tripura,Municipal Corporation,1 Million - 4 Million,1048,2402,175,24
India,"Financial Year (Apr - Mar), 2021",Tripura,Municipal Corporation,500 Thousand - 1 Million,123,1207,149,4
India,"Financial Year (Apr - Mar), 2021",Tripura,Municipal Corporation,100 Thousand-500 Thousand,52,1353,40,7
India,"Financial Year (Apr - Mar), 2021",Tripura,Municipal Corporation,<100 Thousand,14,1717,50,0
India,"Financial Year (Apr - Mar), 2021",Tripura,Municipality,4 Million+,0,0,0,0
India,"Financial Year (Apr - Mar), 2021",Tripura,Municipality,1 Million - 4 Million,0,0,0,0
India,"Financial Year (Apr - Mar), 2021",Tripura,Municipality,500 Thousand - 1 Million,7,133,16,0
India,"Financial Year (Apr - Mar), 2021",Tripura,Municipality,100 Thousand-500 Thousand,17,668,64,4
India,"Financial Year (Apr - Mar), 2021",Tripura,Municipality,<100 Thousand,5,725,24,2
India,"Financial Year (Apr - Mar), 2021",Uttar Pradesh,Town Panchayat,4 Million+,0,0,0,0
India,"Financial Year (Apr - Mar), 2021",Uttar Pradesh,Town Panchayat,1 Million - 4 Million,0,0,0,0
India,"Financial Year (Apr - Mar), 2021",Uttar Pradesh,Town Panchayat,500 Thousand - 1 Million,7,108,108,2
India,"Financial Year (Apr - Mar), 2021",Uttar Pradesh,Town Panchayat,100 Thousand-500 Thousand,8,461,26,0
India,"Financial Year (Apr - Mar), 2021",Uttar Pradesh,Town Panchayat,<100 Thousand,1,433,109,2
India,"Financial Year (Apr - Mar), 2021",Uttar Pradesh,Municipal Corporation,4 Million+,11482,4877,430,38
India,"Financial Year (Apr - Mar), 2021",Uttar Pradesh,Municipal Corporation,1 Million - 4 Million,1048,2402,175,24
India,"Financial Year (Apr - Mar), 2021",Uttar Pradesh,Municipal Corporation,500 Thousand - 1 Million,123,1207,149,4
India,"Financial Year (Apr - Mar), 2021",Uttar Pradesh,Municipal Corporation,100 Thousand-500 Thousand,52,1353,40,7
India,"Financial Year (Apr - Mar), 2021",Uttar Pradesh,Municipal Corporation,<100 Thousand,14,1717,50,0
India,"Financial Year (Apr - Mar), 2021",Uttar Pradesh,Municipality,4 Million+,0,0,0,0
India,"Financial Year (Apr - Mar), 2021",Uttar Pradesh,Municipality,1 Million - 4 Million,0,0,0,0
India,"Financial Year (Apr - Mar), 2021",Uttar Pradesh,Municipality,500 Thousand - 1 Million,7,133,16,0
India,"Financial Year (Apr - Mar), 2021",Uttar Pradesh,Municipality,100 Thousand-500 Thousand,17,668,64,4
India,"Financial Year (Apr - Mar), 2021",Uttar Pradesh,Municipality,<100 Thousand,5,725,24,2
India,"Financial Year (Apr - Mar), 2021",Uttarakhand,Town Panchayat,4 Million+,0,0,0,0
India,"Financial Year (Apr - Mar), 2021",Uttarakhand,Town Panchayat,1 Million - 4 Million,0,0,0,0
India,"Financial Year (Apr - Mar), 2021",Uttarakhand,Town Panchayat,500 Thousand - 1 Million,7,108,108,2
India,"Financial Year (Apr - Mar), 2021",Uttarakhand,Town Panchayat,100 Thousand-500 Thousand,8,461,26,0
India,"Financial Year (Apr - Mar), 2021",Uttarakhand,Town Panchayat,<100 Thousand,1,433,109,2
India,"Financial Year (Apr - Mar), 2021",Uttarakhand,Municipal Corporation,4 Million+,11482,4877,430,38
India,"Financial Year (Apr - Mar), 2021",Uttarakhand,Municipal Corporation,1 Million - 4 Million,1048,2402,175,24
India,"Financial Year (Apr - Mar), 2021",Uttarakhand,Municipal Corporation,500 Thousand - 1 Million,123,1207,149,4
India,"Financial Year (Apr - Mar), 2021",Uttarakhand,Municipal Corporation,100 Thousand-500 Thousand,52,1353,40,7
India,"Financial Year (Apr - Mar), 2021",Uttarakhand,Municipal Corporation,<100 Thousand,14,1717,50,0
India,"Financial Year (Apr - Mar), 2021",Uttarakhand,Municipality,4 Million+,0,0,0,0
India,"Financial Year (Apr - Mar), 2021",Uttarakhand,Municipality,1 Million - 4 Million,0,0,0,0
India,"Financial Year (Apr - Mar), 2021",Uttarakhand,Municipality,500 Thousand - 1 Million,7,133,16,0
India,"Financial Year (Apr - Mar), 2021",Uttarakhand,Municipality,100 Thousand-500 Thousand,17,668,64,4
India,"Financial Year (Apr - Mar), 2021",Uttarakhand,Municipality,<100 Thousand,5,725,24,2
India,"Financial Year (Apr - Mar), 2021",West Bengal,Town Panchayat,4 Million+,0,0,0,0
India,"Financial Year (Apr - Mar), 2021",West Bengal,Town Panchayat,1 Million - 4 Million,0,0,0,0
India,"Financial Year (Apr - Mar), 2021",West Bengal,Town Panchayat,500 Thousand - 1 Million,7,108,108,2
India,"Financial Year (Apr - Mar), 2021",West Bengal,Town Panchayat,100 Thousand-500 Thousand,8,461,26,0
India,"Financial Year (Apr - Mar), 2021",West Bengal,Town Panchayat,<100 Thousand,1,433,109,2
India,"Financial Year (Apr - Mar), 2021",West Bengal,Municipal Corporation,4 Million+,11482,4877,430,38
India,"Financial Year (Apr - Mar), 2021",West Bengal,Municipal Corporation,1 Million - 4 Million,1048,2402,175,24
India,"Financial Year (Apr - Mar), 2021",West Bengal,Municipal Corporation,500 Thousand - 1 Million,123,1207,149,4
India,"Financial Year (Apr - Mar), 2021",West Bengal,Municipal Corporation,100 Thousand-500 Thousand,52,1353,40,7
India,"Financial Year (Apr - Mar), 2021",West Bengal,Municipal Corporation,<100 Thousand,14,1717,50,0
India,"Financial Year (Apr - Mar), 2021",West Bengal,Municipality,4 Million+,0,0,0,0
India,"Financial Year (Apr - Mar), 2021",West Bengal,Municipality,1 Million - 4 Million,0,0,0,0
India,"Financial Year (Apr - Mar), 2021",West Bengal,Municipality,500 Thousand - 1 Million,7,133,16,0
India,"Financial Year (Apr - Mar), 2021",West Bengal,Municipality,100 Thousand-500 Thousand,17,668,64,4
India,"Financial Year (Apr - Mar), 2021",West Bengal,Municipality,<100 Thousand,5,725,24,2
India,"Financial Year (Apr - Mar), 2020",Andaman and Nicobar Islands,Town Panchayat,4 Million+,0,0,0,0
India,"Financial Year (Apr - Mar), 2020",Andaman and Nicobar Islands,Town Panchayat,1 Million - 4 Million,0,0,0,0
India,"Financial Year (Apr - Mar), 2020",Andaman and Nicobar Islands,Town Panchayat,500 Thousand - 1 Million,7,105,90,0
India,"Financial Year (Apr - Mar), 2020",Andaman and Nicobar Islands,Town Panchayat,100 Thousand-500 Thousand,0,0,0,0
India,"Financial Year (Apr - Mar), 2020",Andaman and Nicobar Islands,Town Panchayat,<100 Thousand,1,538,68,1
India,"Financial Year (Apr - Mar), 2020",Andaman and Nicobar Islands,Municipal Corporation,4 Million+,6643,4560,40,38
India,"Financial Year (Apr - Mar), 2020",Andaman and Nicobar Islands,Municipal Corporation,1 Million - 4 Million,842,2337,149,19
India,"Financial Year (Apr - Mar), 2020",Andaman and Nicobar Islands,Municipal Corporation,500 Thousand - 1 Million,101,1123,31,7
India,"Financial Year (Apr - Mar), 2020",Andaman and Nicobar Islands,Municipal Corporation,100 Thousand-500 Thousand,45,1124,640,4
India,"Financial Year (Apr - Mar), 2020",Andaman and Nicobar Islands,Municipal Corporation,<100 Thousand,16,1434,28,0
India,"Financial Year (Apr - Mar), 2020",Andaman and Nicobar Islands,Municipality,4 Million+,0,0,0,0
India,"Financial Year (Apr - Mar), 2020",Andaman and Nicobar Islands,Municipality,1 Million - 4 Million,0,0,0,0
India,"Financial Year (Apr - Mar), 2020",Andaman and Nicobar Islands,Municipality,500 Thousand - 1 Million,6,123,16,0
India,"Financial Year (Apr - Mar), 2020",Andaman and Nicobar Islands,Municipality,100 Thousand-500 Thousand,15,615,79,4
India,"Financial Year (Apr - Mar), 2020",Andaman and Nicobar Islands,Municipality,<100 Thousand,5,723,399,2
India,"Financial Year (Apr - Mar), 2020",Andhra Pradesh,Town Panchayat,4 Million+,0,0,0,0
India,"Financial Year (Apr - Mar), 2020",Andhra Pradesh,Town Panchayat,1 Million - 4 Million,0,0,0,0
India,"Financial Year (Apr - Mar), 2020",Andhra Pradesh,Town Panchayat,500 Thousand - 1 Million,7,105,90,0
India,"Financial Year (Apr - Mar), 2020",Andhra Pradesh,Town Panchayat,100 Thousand-500 Thousand,0,0,0,0
