Country,Year,State Name,Type Of Urban Lobal Body (Ulb) ,Category Of Urban Lobal Body (Ulb),"Weighted Average Own Revenue (UOM:INR(IndianRupees)), Scaling Factor:10000000","Median Own Revenue Per Capita (UOM:INR(IndianRupees)), Scaling Factor:1","Percentage Of Weighted Average Own Revenues To Revenue Expenditure (UOM:%(Percentage)), Scaling Factor:1","Percentage Of Cities Where Own Revenues Meet Revenue Expenditure (UOM:%(Percentage)), Scaling Factor:1"
India,"Financial Year (Apr - Mar), 2018",Gujarat,Municipal Corporation,500 Thousand - 1 Million,103,1099,58,2
India,"Financial Year (Apr - Mar), 2018",Gujarat,Municipal Corporation,100 Thousand-500 Thousand,42,987,211,2
India,"Financial Year (Apr - Mar), 2018",Gujarat,Municipal Corporation,<100 Thousand,24,4655,188,0
India,"Financial Year (Apr - Mar), 2018",Gujarat,Municipality,4 Million+,0,0,0,0
India,"Financial Year (Apr - Mar), 2018",Gujarat,Municipality,1 Million - 4 Million,0,0,0,0
India,"Financial Year (Apr - Mar), 2018",Gujarat,Municipality,500 Thousand - 1 Million,5,105,18,0
India,"Financial Year (Apr - Mar), 2018",Gujarat,Municipality,100 Thousand-500 Thousand,26,1066,61,2
India,"Financial Year (Apr - Mar), 2018",Gujarat,Municipality,<100 Thousand,7,937,141,1
India,"Financial Year (Apr - Mar), 2018",Haryana,Town Panchayat,4 Million+,0,0,0,0
India,"Financial Year (Apr - Mar), 2018",Haryana,Town Panchayat,1 Million - 4 Million,0,0,0,0
India,"Financial Year (Apr - Mar), 2018",Haryana,Town Panchayat,500 Thousand - 1 Million,7,107,75,0
India,"Financial Year (Apr - Mar), 2018",Haryana,Town Panchayat,100 Thousand-500 Thousand,0,0,0,0
India,"Financial Year (Apr - Mar), 2018",Haryana,Town Panchayat,<100 Thousand,2,428,65,0
India,"Financial Year (Apr - Mar), 2018",Haryana,Municipal Corporation,4 Million+,0,0,0,0
India,"Financial Year (Apr - Mar), 2018",Haryana,Municipal Corporation,1 Million - 4 Million,307,1806,85,2
India,"Financial Year (Apr - Mar), 2018",Haryana,Municipal Corporation,500 Thousand - 1 Million,103,1099,58,2
India,"Financial Year (Apr - Mar), 2018",Haryana,Municipal Corporation,100 Thousand-500 Thousand,42,987,211,2
India,"Financial Year (Apr - Mar), 2018",Haryana,Municipal Corporation,<100 Thousand,24,4655,188,0
India,"Financial Year (Apr - Mar), 2018",Haryana,Municipality,4 Million+,0,0,0,0
India,"Financial Year (Apr - Mar), 2018",Haryana,Municipality,1 Million - 4 Million,0,0,0,0
India,"Financial Year (Apr - Mar), 2018",Haryana,Municipality,500 Thousand - 1 Million,5,105,18,0
India,"Financial Year (Apr - Mar), 2018",Haryana,Municipality,100 Thousand-500 Thousand,26,1066,61,2
India,"Financial Year (Apr - Mar), 2018",Haryana,Municipality,<100 Thousand,7,937,141,1
India,"Financial Year (Apr - Mar), 2018",Himachal Pradesh,Town Panchayat,4 Million+,0,0,0,0
India,"Financial Year (Apr - Mar), 2018",Himachal Pradesh,Town Panchayat,1 Million - 4 Million,0,0,0,0
India,"Financial Year (Apr - Mar), 2018",Himachal Pradesh,Town Panchayat,500 Thousand - 1 Million,7,107,75,0
India,"Financial Year (Apr - Mar), 2018",Himachal Pradesh,Town Panchayat,100 Thousand-500 Thousand,0,0,0,0
India,"Financial Year (Apr - Mar), 2018",Himachal Pradesh,Town Panchayat,<100 Thousand,2,428,65,0
India,"Financial Year (Apr - Mar), 2018",Himachal Pradesh,Municipal Corporation,4 Million+,0,0,0,0
India,"Financial Year (Apr - Mar), 2018",Himachal Pradesh,Municipal Corporation,1 Million - 4 Million,307,1806,85,2
India,"Financial Year (Apr - Mar), 2018",Himachal Pradesh,Municipal Corporation,500 Thousand - 1 Million,103,1099,58,2
India,"Financial Year (Apr - Mar), 2018",Himachal Pradesh,Municipal Corporation,100 Thousand-500 Thousand,42,987,211,2
India,"Financial Year (Apr - Mar), 2018",Himachal Pradesh,Municipal Corporation,<100 Thousand,24,4655,188,0
India,"Financial Year (Apr - Mar), 2018",Himachal Pradesh,Municipality,4 Million+,0,0,0,0
India,"Financial Year (Apr - Mar), 2018",Himachal Pradesh,Municipality,1 Million - 4 Million,0,0,0,0
India,"Financial Year (Apr - Mar), 2018",Himachal Pradesh,Municipality,500 Thousand - 1 Million,5,105,18,0
India,"Financial Year (Apr - Mar), 2018",Himachal Pradesh,Municipality,100 Thousand-500 Thousand,26,1066,61,2
India,"Financial Year (Apr - Mar), 2018",Himachal Pradesh,Municipality,<100 Thousand,7,937,141,1
India,"Financial Year (Apr - Mar), 2018",Jammu and Kashmir,Town Panchayat,4 Million+,0,0,0,0
India,"Financial Year (Apr - Mar), 2018",Jammu and Kashmir,Town Panchayat,1 Million - 4 Million,0,0,0,0
India,"Financial Year (Apr - Mar), 2018",Jammu and Kashmir,Town Panchayat,500 Thousand - 1 Million,7,107,75,0
India,"Financial Year (Apr - Mar), 2018",Jammu and Kashmir,Town Panchayat,100 Thousand-500 Thousand,0,0,0,0
India,"Financial Year (Apr - Mar), 2018",Jammu and Kashmir,Town Panchayat,<100 Thousand,2,428,65,0
India,"Financial Year (Apr - Mar), 2018",Jammu and Kashmir,Municipal Corporation,4 Million+,0,0,0,0
India,"Financial Year (Apr - Mar), 2018",Jammu and Kashmir,Municipal Corporation,1 Million - 4 Million,307,1806,85,2
India,"Financial Year (Apr - Mar), 2018",Jammu and Kashmir,Municipal Corporation,500 Thousand - 1 Million,103,1099,58,2
India,"Financial Year (Apr - Mar), 2018",Jammu and Kashmir,Municipal Corporation,100 Thousand-500 Thousand,42,987,211,2
India,"Financial Year (Apr - Mar), 2018",Jammu and Kashmir,Municipal Corporation,<100 Thousand,24,4655,188,0
India,"Financial Year (Apr - Mar), 2018",Jammu and Kashmir,Municipality,4 Million+,0,0,0,0
India,"Financial Year (Apr - Mar), 2018",Jammu and Kashmir,Municipality,1 Million - 4 Million,0,0,0,0
India,"Financial Year (Apr - Mar), 2018",Jammu and Kashmir,Municipality,500 Thousand - 1 Million,5,105,18,0
India,"Financial Year (Apr - Mar), 2018",Jammu and Kashmir,Municipality,100 Thousand-500 Thousand,26,1066,61,2
India,"Financial Year (Apr - Mar), 2018",Jammu and Kashmir,Municipality,<100 Thousand,7,937,141,1
India,"Financial Year (Apr - Mar), 2018",Jharkhand,Town Panchayat,4 Million+,0,0,0,0
India,"Financial Year (Apr - Mar), 2018",Jharkhand,Town Panchayat,1 Million - 4 Million,0,0,0,0
India,"Financial Year (Apr - Mar), 2018",Jharkhand,Town Panchayat,500 Thousand - 1 Million,7,107,75,0
India,"Financial Year (Apr - Mar), 2018",Jharkhand,Town Panchayat,100 Thousand-500 Thousand,0,0,0,0
India,"Financial Year (Apr - Mar), 2018",Jharkhand,Town Panchayat,<100 Thousand,2,428,65,0
India,"Financial Year (Apr - Mar), 2018",Jharkhand,Municipal Corporation,4 Million+,0,0,0,0
India,"Financial Year (Apr - Mar), 2018",Jharkhand,Municipal Corporation,1 Million - 4 Million,307,1806,85,2
India,"Financial Year (Apr - Mar), 2018",Jharkhand,Municipal Corporation,500 Thousand - 1 Million,103,1099,58,2
India,"Financial Year (Apr - Mar), 2018",Jharkhand,Municipal Corporation,100 Thousand-500 Thousand,42,987,211,2
India,"Financial Year (Apr - Mar), 2018",Jharkhand,Municipal Corporation,<100 Thousand,24,4655,188,0
India,"Financial Year (Apr - Mar), 2018",Jharkhand,Municipality,4 Million+,0,0,0,0
India,"Financial Year (Apr - Mar), 2018",Jharkhand,Municipality,1 Million - 4 Million,0,0,0,0
India,"Financial Year (Apr - Mar), 2018",Jharkhand,Municipality,500 Thousand - 1 Million,5,105,18,0
India,"Financial Year (Apr - Mar), 2018",Jharkhand,Municipality,100 Thousand-500 Thousand,26,1066,61,2
India,"Financial Year (Apr - Mar), 2018",Jharkhand,Municipality,<100 Thousand,7,937,141,1
India,"Financial Year (Apr - Mar), 2018",Karnataka,Town Panchayat,4 Million+,0,0,0,0
India,"Financial Year (Apr - Mar), 2018",Karnataka,Town Panchayat,1 Million - 4 Million,0,0,0,0
India,"Financial Year (Apr - Mar), 2018",Karnataka,Town Panchayat,500 Thousand - 1 Million,7,107,75,0
India,"Financial Year (Apr - Mar), 2018",Karnataka,Town Panchayat,100 Thousand-500 Thousand,0,0,0,0
India,"Financial Year (Apr - Mar), 2018",Karnataka,Town Panchayat,<100 Thousand,2,428,65,0
India,"Financial Year (Apr - Mar), 2018",Karnataka,Municipal Corporation,4 Million+,0,0,0,0
India,"Financial Year (Apr - Mar), 2018",Karnataka,Municipal Corporation,1 Million - 4 Million,307,1806,85,2
India,"Financial Year (Apr - Mar), 2018",Karnataka,Municipal Corporation,500 Thousand - 1 Million,103,1099,58,2
India,"Financial Year (Apr - Mar), 2018",Karnataka,Municipal Corporation,100 Thousand-500 Thousand,42,987,211,2
India,"Financial Year (Apr - Mar), 2018",Karnataka,Municipal Corporation,<100 Thousand,24,4655,188,0
India,"Financial Year (Apr - Mar), 2018",Karnataka,Municipality,4 Million+,0,0,0,0
India,"Financial Year (Apr - Mar), 2018",Karnataka,Municipality,1 Million - 4 Million,0,0,0,0
India,"Financial Year (Apr - Mar), 2018",Karnataka,Municipality,500 Thousand - 1 Million,5,105,18,0
India,"Financial Year (Apr - Mar), 2018",Karnataka,Municipality,100 Thousand-500 Thousand,26,1066,61,2
India,"Financial Year (Apr - Mar), 2018",Karnataka,Municipality,<100 Thousand,7,937,141,1
India,"Financial Year (Apr - Mar), 2018",Kerala,Town Panchayat,4 Million+,0,0,0,0
India,"Financial Year (Apr - Mar), 2018",Kerala,Town Panchayat,1 Million - 4 Million,0,0,0,0
India,"Financial Year (Apr - Mar), 2018",Kerala,Town Panchayat,500 Thousand - 1 Million,7,107,75,0
India,"Financial Year (Apr - Mar), 2018",Kerala,Town Panchayat,100 Thousand-500 Thousand,0,0,0,0
India,"Financial Year (Apr - Mar), 2018",Kerala,Town Panchayat,<100 Thousand,2,428,65,0
India,"Financial Year (Apr - Mar), 2018",Kerala,Municipal Corporation,4 Million+,0,0,0,0
India,"Financial Year (Apr - Mar), 2018",Kerala,Municipal Corporation,1 Million - 4 Million,307,1806,85,2
India,"Financial Year (Apr - Mar), 2018",Kerala,Municipal Corporation,500 Thousand - 1 Million,103,1099,58,2
India,"Financial Year (Apr - Mar), 2018",Kerala,Municipal Corporation,100 Thousand-500 Thousand,42,987,211,2
India,"Financial Year (Apr - Mar), 2018",Kerala,Municipal Corporation,<100 Thousand,24,4655,188,0
India,"Financial Year (Apr - Mar), 2018",Kerala,Municipality,4 Million+,0,0,0,0
India,"Financial Year (Apr - Mar), 2018",Kerala,Municipality,1 Million - 4 Million,0,0,0,0
India,"Financial Year (Apr - Mar), 2018",Kerala,Municipality,500 Thousand - 1 Million,5,105,18,0
India,"Financial Year (Apr - Mar), 2018",Kerala,Municipality,100 Thousand-500 Thousand,26,1066,61,2
India,"Financial Year (Apr - Mar), 2018",Kerala,Municipality,<100 Thousand,7,937,141,1
India,"Financial Year (Apr - Mar), 2018",Ladakh,Town Panchayat,4 Million+,0,0,0,0
India,"Financial Year (Apr - Mar), 2018",Ladakh,Town Panchayat,1 Million - 4 Million,0,0,0,0
India,"Financial Year (Apr - Mar), 2018",Ladakh,Town Panchayat,500 Thousand - 1 Million,7,107,75,0
India,"Financial Year (Apr - Mar), 2018",Ladakh,Town Panchayat,100 Thousand-500 Thousand,0,0,0,0
India,"Financial Year (Apr - Mar), 2018",Ladakh,Town Panchayat,<100 Thousand,2,428,65,0
India,"Financial Year (Apr - Mar), 2018",Ladakh,Municipal Corporation,4 Million+,0,0,0,0
India,"Financial Year (Apr - Mar), 2018",Ladakh,Municipal Corporation,1 Million - 4 Million,307,1806,85,2
India,"Financial Year (Apr - Mar), 2018",Ladakh,Municipal Corporation,500 Thousand - 1 Million,103,1099,58,2
India,"Financial Year (Apr - Mar), 2018",Ladakh,Municipal Corporation,100 Thousand-500 Thousand,42,987,211,2
India,"Financial Year (Apr - Mar), 2018",Ladakh,Municipal Corporation,<100 Thousand,24,4655,188,0
India,"Financial Year (Apr - Mar), 2018",Ladakh,Municipality,4 Million+,0,0,0,0
India,"Financial Year (Apr - Mar), 2018",Ladakh,Municipality,1 Million - 4 Million,0,0,0,0
India,"Financial Year (Apr - Mar), 2018",Ladakh,Municipality,500 Thousand - 1 Million,5,105,18,0
India,"Financial Year (Apr - Mar), 2018",Ladakh,Municipality,100 Thousand-500 Thousand,26,1066,61,2
India,"Financial Year (Apr - Mar), 2018",Ladakh,Municipality,<100 Thousand,7,937,141,1
India,"Financial Year (Apr - Mar), 2018",Madhya Pradesh,Town Panchayat,4 Million+,0,0,0,0
India,"Financial Year (Apr - Mar), 2018",Madhya Pradesh,Town Panchayat,1 Million - 4 Million,0,0,0,0
India,"Financial Year (Apr - Mar), 2018",Madhya Pradesh,Town Panchayat,500 Thousand - 1 Million,7,107,75,0
India,"Financial Year (Apr - Mar), 2018",Madhya Pradesh,Town Panchayat,100 Thousand-500 Thousand,0,0,0,0
India,"Financial Year (Apr - Mar), 2018",Madhya Pradesh,Town Panchayat,<100 Thousand,2,428,65,0
India,"Financial Year (Apr - Mar), 2018",Madhya Pradesh,Municipal Corporation,4 Million+,0,0,0,0
India,"Financial Year (Apr - Mar), 2018",Madhya Pradesh,Municipal Corporation,1 Million - 4 Million,307,1806,85,2
India,"Financial Year (Apr - Mar), 2018",Madhya Pradesh,Municipal Corporation,500 Thousand - 1 Million,103,1099,58,2
India,"Financial Year (Apr - Mar), 2018",Madhya Pradesh,Municipal Corporation,100 Thousand-500 Thousand,42,987,211,2
India,"Financial Year (Apr - Mar), 2018",Madhya Pradesh,Municipal Corporation,<100 Thousand,24,4655,188,0
India,"Financial Year (Apr - Mar), 2018",Madhya Pradesh,Municipality,4 Million+,0,0,0,0
India,"Financial Year (Apr - Mar), 2018",Madhya Pradesh,Municipality,1 Million - 4 Million,0,0,0,0
India,"Financial Year (Apr - Mar), 2018",Madhya Pradesh,Municipality,500 Thousand - 1 Million,5,105,18,0
India,"Financial Year (Apr - Mar), 2018",Madhya Pradesh,Municipality,100 Thousand-500 Thousand,26,1066,61,2
India,"Financial Year (Apr - Mar), 2018",Madhya Pradesh,Municipality,<100 Thousand,7,937,141,1
India,"Financial Year (Apr - Mar), 2018",Maharashtra,Town Panchayat,4 Million+,0,0,0,0
India,"Financial Year (Apr - Mar), 2018",Maharashtra,Town Panchayat,1 Million - 4 Million,0,0,0,0
India,"Financial Year (Apr - Mar), 2018",Maharashtra,Town Panchayat,500 Thousand - 1 Million,7,107,75,0
India,"Financial Year (Apr - Mar), 2018",Maharashtra,Town Panchayat,100 Thousand-500 Thousand,0,0,0,0
India,"Financial Year (Apr - Mar), 2018",Maharashtra,Town Panchayat,<100 Thousand,2,428,65,0
India,"Financial Year (Apr - Mar), 2018",Maharashtra,Municipal Corporation,4 Million+,0,0,0,0
India,"Financial Year (Apr - Mar), 2018",Maharashtra,Municipal Corporation,1 Million - 4 Million,307,1806,85,2
India,"Financial Year (Apr - Mar), 2018",Maharashtra,Municipal Corporation,500 Thousand - 1 Million,103,1099,58,2
India,"Financial Year (Apr - Mar), 2018",Maharashtra,Municipal Corporation,100 Thousand-500 Thousand,42,987,211,2
India,"Financial Year (Apr - Mar), 2018",Maharashtra,Municipal Corporation,<100 Thousand,24,4655,188,0
India,"Financial Year (Apr - Mar), 2018",Maharashtra,Municipality,4 Million+,0,0,0,0
India,"Financial Year (Apr - Mar), 2018",Maharashtra,Municipality,1 Million - 4 Million,0,0,0,0
India,"Financial Year (Apr - Mar), 2018",Maharashtra,Municipality,500 Thousand - 1 Million,5,105,18,0
India,"Financial Year (Apr - Mar), 2018",Maharashtra,Municipality,100 Thousand-500 Thousand,26,1066,61,2
India,"Financial Year (Apr - Mar), 2018",Maharashtra,Municipality,<100 Thousand,7,937,141,1
India,"Financial Year (Apr - Mar), 2018",Manipur,Town Panchayat,4 Million+,0,0,0,0
India,"Financial Year (Apr - Mar), 2018",Manipur,Town Panchayat,1 Million - 4 Million,0,0,0,0
India,"Financial Year (Apr - Mar), 2018",Manipur,Town Panchayat,500 Thousand - 1 Million,7,107,75,0
India,"Financial Year (Apr - Mar), 2018",Manipur,Town Panchayat,100 Thousand-500 Thousand,0,0,0,0
India,"Financial Year (Apr - Mar), 2018",Manipur,Town Panchayat,<100 Thousand,2,428,65,0
India,"Financial Year (Apr - Mar), 2018",Manipur,Municipal Corporation,4 Million+,0,0,0,0
India,"Financial Year (Apr - Mar), 2018",Manipur,Municipal Corporation,1 Million - 4 Million,307,1806,85,2
India,"Financial Year (Apr - Mar), 2018",Manipur,Municipal Corporation,500 Thousand - 1 Million,103,1099,58,2
India,"Financial Year (Apr - Mar), 2018",Manipur,Municipal Corporation,100 Thousand-500 Thousand,42,987,211,2
India,"Financial Year (Apr - Mar), 2018",Manipur,Municipal Corporation,<100 Thousand,24,4655,188,0
India,"Financial Year (Apr - Mar), 2018",Manipur,Municipality,4 Million+,0,0,0,0
India,"Financial Year (Apr - Mar), 2018",Manipur,Municipality,1 Million - 4 Million,0,0,0,0
India,"Financial Year (Apr - Mar), 2018",Manipur,Municipality,500 Thousand - 1 Million,5,105,18,0
India,"Financial Year (Apr - Mar), 2018",Manipur,Municipality,100 Thousand-500 Thousand,26,1066,61,2
India,"Financial Year (Apr - Mar), 2018",Manipur,Municipality,<100 Thousand,7,937,141,1
India,"Financial Year (Apr - Mar), 2018",Meghalaya,Town Panchayat,4 Million+,0,0,0,0
India,"Financial Year (Apr - Mar), 2018",Meghalaya,Town Panchayat,1 Million - 4 Million,0,0,0,0
India,"Financial Year (Apr - Mar), 2018",Meghalaya,Town Panchayat,500 Thousand - 1 Million,7,107,75,0
India,"Financial Year (Apr - Mar), 2018",Meghalaya,Town Panchayat,100 Thousand-500 Thousand,0,0,0,0
India,"Financial Year (Apr - Mar), 2018",Meghalaya,Town Panchayat,<100 Thousand,2,428,65,0
India,"Financial Year (Apr - Mar), 2018",Meghalaya,Municipal Corporation,4 Million+,0,0,0,0
India,"Financial Year (Apr - Mar), 2018",Meghalaya,Municipal Corporation,1 Million - 4 Million,307,1806,85,2
India,"Financial Year (Apr - Mar), 2018",Meghalaya,Municipal Corporation,500 Thousand - 1 Million,103,1099,58,2
India,"Financial Year (Apr - Mar), 2018",Meghalaya,Municipal Corporation,100 Thousand-500 Thousand,42,987,211,2
India,"Financial Year (Apr - Mar), 2018",Meghalaya,Municipal Corporation,<100 Thousand,24,4655,188,0
India,"Financial Year (Apr - Mar), 2018",Meghalaya,Municipality,4 Million+,0,0,0,0
India,"Financial Year (Apr - Mar), 2018",Meghalaya,Municipality,1 Million - 4 Million,0,0,0,0
India,"Financial Year (Apr - Mar), 2018",Meghalaya,Municipality,500 Thousand - 1 Million,5,105,18,0
India,"Financial Year (Apr - Mar), 2018",Meghalaya,Municipality,100 Thousand-500 Thousand,26,1066,61,2
India,"Financial Year (Apr - Mar), 2018",Meghalaya,Municipality,<100 Thousand,7,937,141,1
India,"Financial Year (Apr - Mar), 2018",Mizoram,Town Panchayat,4 Million+,0,0,0,0
India,"Financial Year (Apr - Mar), 2018",Mizoram,Town Panchayat,1 Million - 4 Million,0,0,0,0
India,"Financial Year (Apr - Mar), 2018",Mizoram,Town Panchayat,500 Thousand - 1 Million,7,107,75,0
India,"Financial Year (Apr - Mar), 2018",Mizoram,Town Panchayat,100 Thousand-500 Thousand,0,0,0,0
India,"Financial Year (Apr - Mar), 2018",Mizoram,Town Panchayat,<100 Thousand,2,428,65,0
India,"Financial Year (Apr - Mar), 2018",Mizoram,Municipal Corporation,4 Million+,0,0,0,0
India,"Financial Year (Apr - Mar), 2018",Mizoram,Municipal Corporation,1 Million - 4 Million,307,1806,85,2
India,"Financial Year (Apr - Mar), 2018",Mizoram,Municipal Corporation,500 Thousand - 1 Million,103,1099,58,2
India,"Financial Year (Apr - Mar), 2018",Mizoram,Municipal Corporation,100 Thousand-500 Thousand,42,987,211,2
India,"Financial Year (Apr - Mar), 2018",Mizoram,Municipal Corporation,<100 Thousand,24,4655,188,0
India,"Financial Year (Apr - Mar), 2018",Mizoram,Municipality,4 Million+,0,0,0,0
India,"Financial Year (Apr - Mar), 2018",Mizoram,Municipality,1 Million - 4 Million,0,0,0,0
India,"Financial Year (Apr - Mar), 2018",Mizoram,Municipality,500 Thousand - 1 Million,5,105,18,0
India,"Financial Year (Apr - Mar), 2018",Mizoram,Municipality,100 Thousand-500 Thousand,26,1066,61,2
India,"Financial Year (Apr - Mar), 2018",Mizoram,Municipality,<100 Thousand,7,937,141,1
India,"Financial Year (Apr - Mar), 2018",Nagaland,Town Panchayat,4 Million+,0,0,0,0
India,"Financial Year (Apr - Mar), 2018",Nagaland,Town Panchayat,1 Million - 4 Million,0,0,0,0
India,"Financial Year (Apr - Mar), 2018",Nagaland,Town Panchayat,500 Thousand - 1 Million,7,107,75,0
India,"Financial Year (Apr - Mar), 2018",Nagaland,Town Panchayat,100 Thousand-500 Thousand,0,0,0,0
India,"Financial Year (Apr - Mar), 2018",Nagaland,Town Panchayat,<100 Thousand,2,428,65,0
India,"Financial Year (Apr - Mar), 2018",Nagaland,Municipal Corporation,4 Million+,0,0,0,0
India,"Financial Year (Apr - Mar), 2018",Nagaland,Municipal Corporation,1 Million - 4 Million,307,1806,85,2
India,"Financial Year (Apr - Mar), 2018",Nagaland,Municipal Corporation,500 Thousand - 1 Million,103,1099,58,2
India,"Financial Year (Apr - Mar), 2018",Nagaland,Municipal Corporation,100 Thousand-500 Thousand,42,987,211,2
India,"Financial Year (Apr - Mar), 2018",Nagaland,Municipal Corporation,<100 Thousand,24,4655,188,0
India,"Financial Year (Apr - Mar), 2018",Nagaland,Municipality,4 Million+,0,0,0,0
India,"Financial Year (Apr - Mar), 2018",Nagaland,Municipality,1 Million - 4 Million,0,0,0,0
India,"Financial Year (Apr - Mar), 2018",Nagaland,Municipality,500 Thousand - 1 Million,5,105,18,0
India,"Financial Year (Apr - Mar), 2018",Nagaland,Municipality,100 Thousand-500 Thousand,26,1066,61,2
India,"Financial Year (Apr - Mar), 2018",Nagaland,Municipality,<100 Thousand,7,937,141,1
India,"Financial Year (Apr - Mar), 2018",Odisha,Town Panchayat,4 Million+,0,0,0,0
India,"Financial Year (Apr - Mar), 2018",Odisha,Town Panchayat,1 Million - 4 Million,0,0,0,0
India,"Financial Year (Apr - Mar), 2018",Odisha,Town Panchayat,500 Thousand - 1 Million,7,107,75,0
India,"Financial Year (Apr - Mar), 2018",Odisha,Town Panchayat,100 Thousand-500 Thousand,0,0,0,0
India,"Financial Year (Apr - Mar), 2018",Odisha,Town Panchayat,<100 Thousand,2,428,65,0
India,"Financial Year (Apr - Mar), 2018",Odisha,Municipal Corporation,4 Million+,0,0,0,0
India,"Financial Year (Apr - Mar), 2018",Odisha,Municipal Corporation,1 Million - 4 Million,307,1806,85,2
India,"Financial Year (Apr - Mar), 2018",Odisha,Municipal Corporation,500 Thousand - 1 Million,103,1099,58,2
India,"Financial Year (Apr - Mar), 2018",Odisha,Municipal Corporation,100 Thousand-500 Thousand,42,987,211,2
India,"Financial Year (Apr - Mar), 2018",Odisha,Municipal Corporation,<100 Thousand,24,4655,188,0
India,"Financial Year (Apr - Mar), 2018",Odisha,Municipality,4 Million+,0,0,0,0
India,"Financial Year (Apr - Mar), 2018",Odisha,Municipality,1 Million - 4 Million,0,0,0,0
India,"Financial Year (Apr - Mar), 2018",Odisha,Municipality,500 Thousand - 1 Million,5,105,18,0
India,"Financial Year (Apr - Mar), 2018",Odisha,Municipality,100 Thousand-500 Thousand,26,1066,61,2
India,"Financial Year (Apr - Mar), 2018",Odisha,Municipality,<100 Thousand,7,937,141,1
India,"Financial Year (Apr - Mar), 2018",Puducherry,Town Panchayat,4 Million+,0,0,0,0
India,"Financial Year (Apr - Mar), 2018",Puducherry,Town Panchayat,1 Million - 4 Million,0,0,0,0
India,"Financial Year (Apr - Mar), 2018",Puducherry,Town Panchayat,500 Thousand - 1 Million,7,107,75,0
India,"Financial Year (Apr - Mar), 2018",Puducherry,Town Panchayat,100 Thousand-500 Thousand,0,0,0,0
India,"Financial Year (Apr - Mar), 2018",Puducherry,Town Panchayat,<100 Thousand,2,428,65,0
India,"Financial Year (Apr - Mar), 2018",Puducherry,Municipal Corporation,4 Million+,0,0,0,0
India,"Financial Year (Apr - Mar), 2018",Puducherry,Municipal Corporation,1 Million - 4 Million,307,1806,85,2
India,"Financial Year (Apr - Mar), 2018",Puducherry,Municipal Corporation,500 Thousand - 1 Million,103,1099,58,2
India,"Financial Year (Apr - Mar), 2018",Puducherry,Municipal Corporation,100 Thousand-500 Thousand,42,987,211,2
India,"Financial Year (Apr - Mar), 2018",Puducherry,Municipal Corporation,<100 Thousand,24,4655,188,0
India,"Financial Year (Apr - Mar), 2018",Puducherry,Municipality,4 Million+,0,0,0,0
India,"Financial Year (Apr - Mar), 2018",Puducherry,Municipality,1 Million - 4 Million,0,0,0,0
India,"Financial Year (Apr - Mar), 2018",Puducherry,Municipality,500 Thousand - 1 Million,5,105,18,0
India,"Financial Year (Apr - Mar), 2018",Puducherry,Municipality,100 Thousand-500 Thousand,26,1066,61,2
India,"Financial Year (Apr - Mar), 2018",Puducherry,Municipality,<100 Thousand,7,937,141,1
India,"Financial Year (Apr - Mar), 2018",Punjab,Town Panchayat,4 Million+,0,0,0,0
India,"Financial Year (Apr - Mar), 2018",Punjab,Town Panchayat,1 Million - 4 Million,0,0,0,0
India,"Financial Year (Apr - Mar), 2018",Punjab,Town Panchayat,500 Thousand - 1 Million,7,107,75,0
India,"Financial Year (Apr - Mar), 2018",Punjab,Town Panchayat,100 Thousand-500 Thousand,0,0,0,0
India,"Financial Year (Apr - Mar), 2018",Punjab,Town Panchayat,<100 Thousand,2,428,65,0
India,"Financial Year (Apr - Mar), 2018",Punjab,Municipal Corporation,4 Million+,0,0,0,0
India,"Financial Year (Apr - Mar), 2018",Punjab,Municipal Corporation,1 Million - 4 Million,307,1806,85,2
India,"Financial Year (Apr - Mar), 2018",Punjab,Municipal Corporation,500 Thousand - 1 Million,103,1099,58,2
India,"Financial Year (Apr - Mar), 2018",Punjab,Municipal Corporation,100 Thousand-500 Thousand,42,987,211,2
India,"Financial Year (Apr - Mar), 2018",Punjab,Municipal Corporation,<100 Thousand,24,4655,188,0
India,"Financial Year (Apr - Mar), 2018",Punjab,Municipality,4 Million+,0,0,0,0
India,"Financial Year (Apr - Mar), 2018",Punjab,Municipality,1 Million - 4 Million,0,0,0,0
India,"Financial Year (Apr - Mar), 2018",Punjab,Municipality,500 Thousand - 1 Million,5,105,18,0
India,"Financial Year (Apr - Mar), 2018",Punjab,Municipality,100 Thousand-500 Thousand,26,1066,61,2
India,"Financial Year (Apr - Mar), 2018",Punjab,Municipality,<100 Thousand,7,937,141,1
India,"Financial Year (Apr - Mar), 2018",Rajasthan,Town Panchayat,4 Million+,0,0,0,0
India,"Financial Year (Apr - Mar), 2018",Rajasthan,Town Panchayat,1 Million - 4 Million,0,0,0,0
India,"Financial Year (Apr - Mar), 2018",Rajasthan,Town Panchayat,500 Thousand - 1 Million,7,107,75,0
India,"Financial Year (Apr - Mar), 2018",Rajasthan,Town Panchayat,100 Thousand-500 Thousand,0,0,0,0
India,"Financial Year (Apr - Mar), 2018",Rajasthan,Town Panchayat,<100 Thousand,2,428,65,0
India,"Financial Year (Apr - Mar), 2018",Rajasthan,Municipal Corporation,4 Million+,0,0,0,0
India,"Financial Year (Apr - Mar), 2018",Rajasthan,Municipal Corporation,1 Million - 4 Million,307,1806,85,2
India,"Financial Year (Apr - Mar), 2018",Rajasthan,Municipal Corporation,500 Thousand - 1 Million,103,1099,58,2
