State,Year,Month,protest_count,violence_count,conflict_events,fatalities,protest_count_log,protest_count_scaled,violence_count_log,violence_count_scaled,month_sin,month_cos,protest_lag_1,protest_lag_2,protest_lag_3,violence_lag_1,protest_roll_3,protest_roll_6,violence_roll_3,protest_std_3,violence_std_3,protest_change,violence_change,social_risk_t_plus_1
Delhi,2019,1,44.53,2.0,0.0,0.0,3.818371449346691,0.40734981171731577,1.0986122886681098,0.137332053750696,0.49999999999999994,0.8660254037844387,0.0,0.4344542111637149,0.43661310218164573,0.0,0.28060134096034356,0.37516343088707543,0.11283995868042555,0.24338548956109674,0.1028057975028886,0.40734981171731577,0.137332053750696,0.2062823953775088
Delhi,2020,1,32.1,1.0,0.0,0.0,3.4995332823830174,0.37333565960983334,0.6931471805599453,0.08664687883038874,0.49999999999999994,0.8660254037844387,0.40734981171731577,0.0,0.4344542111637149,0.137332053750696,0.26022849044238305,0.34544339403146135,0.0746596441936949,0.22600528990344193,0.06944633606262011,-0.03401415210748243,-0.05068517492030725,0.20512084987055665
Delhi,2021,1,0.0,5.0,0.0,0.0,0.0,0.0,1.791759469228055,0.2239789325810847,0.49999999999999994,0.8660254037844387,0.37333565960983334,0.40734981171731577,0.0,0.08664687883038874,0.26022849044238305,0.27529213077875164,0.1493192883873898,0.22600528990344193,0.06944633606262011,-0.37333565960983334,0.13733205375069596,0.17264988944670775
Goa,2012,1,47.7,0.0,0.0,0.0,3.885679030088544,0.41453028923398927,0.0,0.0,0.49999999999999994,0.8660254037844387,,,,,0.41453028923398927,0.41453028923398927,0.0,,,,,0.25674065564089377
Goa,2013,1,79.4,0.0,0.0,0.0,4.387014176184921,0.4680135032373238,0.0,0.0,0.49999999999999994,0.8660254037844387,0.41453028923398927,,,0.0,0.44127189623565655,0.44127189623565655,0.0,0.03781834330140918,0.0,0.053483214003334556,0.0,0.2717289869513673
Goa,2014,1,76.3,6.0,0.0,0.0,4.3476939555933765,0.46381876087997953,1.9459101490553132,0.24324854176542066,0.49999999999999994,0.8660254037844387,0.4680135032373238,0.41453028923398927,,0.0,0.4487875177837642,0.4487875177837642,0.08108284725514021,0.02974167525198877,0.14043961106824954,-0.004194742357344294,0.24324854176542066,0.30578241697778047
Goa,2015,1,86.7,8.0,0.0,0.0,4.473921899378137,0.4772849544696534,2.1972245773362196,0.274664107501392,0.49999999999999994,0.8660254037844387,0.46381876087997953,0.4680135032373238,0.41453028923398927,0.24324854176542066,0.4697057395289856,0.4559118769552365,0.17263754975560422,0.006890743080303971,0.15033139103940277,0.01346619358967388,0.03141556573597132,0.34832841309511237
Goa,2016,1,79.8,11.0,0.0,0.0,4.39197696552705,0.4685429413317908,2.4849066497880004,0.31062581141147344,0.49999999999999994,0.8660254037844387,0.4772849544696534,0.46381876087997953,0.4680135032373238,0.274664107501392,0.46988221889380793,0.4584380898305474,0.276179486892762,0.006832264686012686,0.033714186884219274,-0.008742013137862603,0.035961703910081466,0.37161092765595005
Goa,2017,1,55.4,2.0,0.0,0.0,4.032469158504013,0.43019008869698616,1.0986122886681098,0.137332053750696,0.49999999999999994,0.8660254037844387,0.4685429413317908,0.4772849544696534,0.46381876087997953,0.31062581141147344,0.4586726614994768,0.45373008964162054,0.2408739908878538,0.025050916420612735,0.09145496485492433,-0.038352852634804646,-0.17329375766077745,0.34443083279546877
Goa,2018,1,0.0,5.0,0.0,0.0,0.0,0.0,1.791759469228055,0.2239789325810847,0.49999999999999994,0.8660254037844387,0.43019008869698616,0.4685429413317908,0.4772849544696534,0.137332053750696,0.299577676676259,0.38464170810262227,0.2239789325810847,0.26014961771712375,0.08664687883038871,-0.43019008869698616,0.08664687883038871,0.2853034751151462
Goa,2019,1,17.71,2.0,0.0,0.0,2.9290581402859983,0.31247648317680465,1.0986122886681098,0.137332053750696,0.49999999999999994,0.8660254037844387,0.0,0.43019008869698616,0.4685429413317908,0.2239789325810847,0.24755552395793026,0.3587188714258691,0.16621434669415888,0.22232167306113965,0.050025598817165805,0.31247648317680465,-0.08664687883038871,0.21377028393296135
Goa,2020,1,2.71,2.0,0.0,0.0,1.3110318766193438,0.13986292197624267,1.0986122886681098,0.137332053750696,0.49999999999999994,0.8660254037844387,0.31247648317680465,0.0,0.43019008869698616,0.137332053750696,0.15077980171768243,0.30472623160857965,0.1662143466941589,0.15652402956767617,0.050025598817165805,-0.17261356120056198,0.0,0.17630876415632257
Goa,2021,1,0.0,5.0,0.0,0.0,0.0,0.0,1.791759469228055,0.2239789325810847,0.49999999999999994,0.8660254037844387,0.13986292197624267,0.31247648317680465,0.0,0.137332053750696,0.15077980171768243,0.22517873919697073,0.1662143466941589,0.15652402956767617,0.050025598817165805,-0.13986292197624267,0.08664687883038871,0.13386917972225018
Gujarat,2011,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49999999999999994,0.8660254037844387,,,,,0.0,0.0,0.0,,,,,0.11699261702593727
Gujarat,2012,1,1495.7,0.0,0.0,0.0,7.311017963535101,0.7799507801729152,0.0,0.0,0.49999999999999994,0.8660254037844387,0.0,,,0.0,0.3899753900864576,0.3899753900864576,0.0,0.5515084856520065,0.0,0.7799507801729152,0.0,0.1827707046620375
Gujarat,2013,1,1669.7,0.0,0.0,0.0,7.420997979263733,0.7916836194982749,0.0,0.0,0.49999999999999994,0.8660254037844387,0.7799507801729152,0.0,,0.0,0.52387813322373,0.52387813322373,0.0,0.4537296978732424,0.0,0.011732839325359734,0.0,0.36986195514679626
Gujarat,2014,1,1549.9,223.0,0.0,0.0,7.346590686565407,0.7837457336552818,5.4116460518550396,0.6764829359173644,0.49999999999999994,0.8660254037844387,0.7916836194982749,0.7799507801729152,0.0,0.0,0.7851267111088239,0.588845033331618,0.22549431197245481,0.005987086411946228,0.3905676051540787,-0.007937885842993153,0.6764829359173644,0.5097850922097308
Gujarat,2015,1,1532.6,248.0,0.0,0.0,7.335373191731435,0.7825490338398827,5.517452896464707,0.6897093228975634,0.49999999999999994,0.8660254037844387,0.7837457336552818,0.7916836194982749,0.7799507801729152,0.6764829359173644,0.7859927956644799,0.6275858334332709,0.45539741960497593,0.004964587550094403,0.3944411764322918,-0.0011966998153990493,0.013226386980198956,0.6552601849149491
Gujarat,2016,1,1918.5,281.0,0.0,0.0,7.559820014440852,0.8064933703676644,5.641907070938114,0.7052667197650252,0.49999999999999994,0.8660254037844387,0.7825490338398827,0.7837457336552818,0.7916836194982749,0.6897093228975634,0.7909293792876096,0.6574037562556698,0.6904863261933176,0.013492086064323169,0.01440761443606947,0.023944336527781718,0.015557396867461826,0.7227437948491886
Gujarat,2017,1,2154.9,319.0,0.0,0.0,7.675963548763962,0.8188837434537604,5.768320995793772,0.7210690952729132,0.49999999999999994,0.8660254037844387,0.8064933703676644,0.7825490338398827,0.7837457336552818,0.7052667197650252,0.8026420492204358,0.7938843801646299,0.7053483793118339,0.018470984993106412,0.015680045665419588,0.012390373086095918,0.01580237550788799,0.7084836121195789
Gujarat,2018,1,0.0,311.0,0.0,0.0,0.0,0.0,5.7430031878094825,0.7179042421187913,0.49999999999999994,0.8660254037844387,0.8188837434537604,0.8064933703676644,0.7825490338398827,0.7210690952729132,0.5417923712738082,0.663892583469144,0.71474668571891,0.4692468545597032,0.008361004110567042,-0.8188837434537604,-0.0031648531541218494,0.6627446551385989
Gujarat,2019,1,1950.28,321.0,0.0,0.0,7.5762408464712205,0.8082451702971754,5.7745515455444085,0.7218479452840377,0.49999999999999994,0.8660254037844387,0.0,0.8188837434537604,0.8064933703676644,0.7179042421187913,0.5423763045836453,0.6666528419356273,0.7202737608919141,0.46974177655394916,0.002088687685393728,0.8082451702971754,0.003943703165246393,0.6111653645651193
Gujarat,2020,1,1870.15,291.0,0.0,0.0,7.534308494092098,0.8037717616534401,5.676753802268282,0.7096227361954188,0.49999999999999994,0.8660254037844387,0.8082451702971754,0.0,0.8188837434537604,0.7218479452840377,0.5373389773168719,0.6699905132686538,0.7164583078660827,0.4653545801366735,0.0062395495600645,-0.004473408643735244,-0.012225209088618905,0.6110129644933822
Gujarat,2021,1,0.0,341.0,0.0,0.0,0.0,0.0,5.834810737062605,0.7293806468694015,0.49999999999999994,0.8660254037844387,0.8037717616534401,0.8082451702971754,0.0,0.7096227361954188,0.5373389773168719,0.53956567429534,0.720283776116286,0.4653545801366735,0.009971395460982382,-0.8037717616534401,0.019757910673982693,0.5562769782581608
